item_id,category_id,aspect,importance,mode,cardinality,allowed_values,values_sample,title
256508244327,46413,Type,required,FREE_TEXT,SINGLE,34,"Arc Welder | Butane Torch | Desoldering Pump | Electric Soldering Iron Kit | Electric Soldering Pump | Electrode","Wood Burning Wood Working and Assorted Soldering Tips Stencil Set Crafting 28pc"
256510047925,73522,"Blade Type",recommended,FREE_TEXT,SINGLE,11,"Clip Point | Drop Point | Karambit | Needle Point | Sheepsfoot | Spay Point","Recurved Blade Machete with Zigzag Serrated Spine and Paracord Handle 15"""
256510047946,101915,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Universal Tool Ice Tempered S Steel Salon Hairdressing Barber Scissor 7.5 inch"
256510047954,183394,"Number of Lights",recommended,FREE_TEXT,SINGLE,11,"1 | 1-3 | 2 | 4 | 4-6 | 6","Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256510047954,183394,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256510047965,260134,"Number in Pack",recommended,FREE_TEXT,SINGLE,11,"1 | 2 | 3 | 4 | 5 | 6","GEAR AID Revivex Odor Eliminator for Tents, Footwear and Sports Gear, 2 fl oz"
256510047965,260134,"Suitable For",recommended,FREE_TEXT,MULTI,11,"Flat Mop | Handwash | Push Broom | Roller Mop | Slipper Mop | Soft Broom","GEAR AID Revivex Odor Eliminator for Tents, Footwear and Sports Gear, 2 fl oz"
256510047969,50382,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","High Speed Steel Step Drill Bits Locking Hex Shank Assorted - 3pc"
256510047987,67421,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","JoJo Siwa Brush Buddies Kids Toothbrush Ultra Soft Bristles with Plastic Cap"
256510048002,46282,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch - 4pk"
256510048011,181379,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","GEAR AID Ellipse Cord Locks, Black, Orange"
256510048023,181379,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","GEAR AID Dual Adjust Replacement Buckle Kit, Various Sizes, Multi-pack"
256510048035,50382,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Tooltreaux High Speed Stainless Steel Drill Bits Set 1.05 to 2mm 15 Pieces"
256510048055,57007,"Number in Pack",recommended,FREE_TEXT,SINGLE,11,"1 | 2 | 4 | 5 | 8 | 10","Universal Home 100 Count 4"" Cable Wire Hose Zip Ties"
256510048055,57007,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Universal Home 100 Count 4"" Cable Wire Hose Zip Ties"
256510048070,36109,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","GEAR AID Dual Snap Bar Buckle, 1"", Black"
256510048082,50380,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Universal Hobby Automatic Spring Loaded Center Punch Brass Body Hole Marker"
256525915629,50382,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","SE 8235DD4 Diamond Burr Set 46 Grit, 50-Piece"
256525915632,7306,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Paka Wood Pocket Knife Folding Blade 440 Stainless Steel Clip Point"
256525915648,260207,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","228pc Universal Deluxe Rotary Tool Accessory Set for Sanding Polishing Cutting"
256525915652,177887,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Flatline Ops Nylon Hanging Strap Bag Attachment Snap Hook (Tan)"
256525915657,178974,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Professional Quality Tapered Diamond File Assorted Grits 10 Piece Set"
256525915660,50382,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Diamond Drill Bit Hole Saw Set Core 5/32 - 1/2"" Tile Glass Marble - 6pc"
256525915669,181409,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Collapsible Water Storage Carrier with Handle 5 Gallon"
256525915685,50602,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Assorted Button Cell Batteries for Electronic Repairs 30 Piece"
256525915688,87122,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Black Drawstring Security Strings Bag with Stopper"
256525915696,260207,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","100pc Polish Sand Cut Rotary Accessory Set in Wooden Box"
256525915701,75236,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","7 Function Deluxe Heavy Duty Camping Utensil Multi Tool"
256525915705,50380,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Universal Heavy Duty Leather Hollow Punch Set - 6pc"
256525915710,50602,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","4pk Heavy Duty AA Steadfast Batteries"
256525915724,39057,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","6 Pack Utility Knives Home and Office Razor Blades"
256525915735,73522,"Blade Type",recommended,FREE_TEXT,SINGLE,11,"Clip Point | Drop Point | Karambit | Needle Point | Sheepsfoot | Spay Point","ASR Outdoor 6 Piece 6.5 Inch Ninja Kunai Set Assorted Colors With Sheath Set"
256525915740,87133,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","ASR Outdoor (2-Pack) Camping Utensil Set Army Military MRE Chow Set"
256525915747,178084,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Folding Pocket Knife Drop Point Blade with Pouch"
256525915753,73522,"Blade Type",recommended,FREE_TEXT,SINGLE,11,"Clip Point | Drop Point | Karambit | Needle Point | Sheepsfoot | Spay Point","ASR Outdoor Collectible Dagger Bowie Knife Etched Bear Sheath Ergonomic Handle"
256525915757,178974,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Wood Rasp Coarse Cut Riffler File Set Double Ended Bearing Steel 175mm 10pc"
256525915760,19100,Award,recommended,FREE_TEXT,SINGLE,11,"Deutscher Spiele Preis | Essener Feder | Games 100 | Golden Geek Award | International Gamers Award | Jeu de l'année","Kidplokio 8pc Urban City Police Friction Powered Toy Cars with Play Mat, Blue,"
256525915779,177005,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Universal Home 4-piece Black Kitchen Knife Set"
256525915782,20763,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Orange Emergency Hammer Window Punch and Seat Belt Cutter"
256525915800,7306,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","ASR Outdoor 8"" Eagle Head Pocket Knife"
256525915806,75236,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","ASR Outdoor 8"" Pocket Knife - Orange"
256525915818,50382,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","High Speed Steel Drill Bits 1/16 Inch Shank #53 10pc"
256525915822,20725,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","BBQ Fork Telescoping 2 Prong Cooking Utensil - Camping Accessories"
256525915826,23782,"Tools Included",recommended,FREE_TEXT,MULTI,11,"Clamp | Hammer | Hex Key | Knife | Level | Pliers","Serrated Tweezer Tong Set with Case- 12, 10, and 8 Inch 3pc Large"
256525915826,23782,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Serrated Tweezer Tong Set with Case- 12, 10, and 8 Inch 3pc Large"
256525915831,42362,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","9 Pocket Tool Belt Pouch Heavy Duty Suede Leather For Hammer Nails, Pink"
256525915849,75234,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","ASR Outdoor Heavy Duty Camp Axe Hatchet with Sheath- Survival Prep"
256525915854,73522,"Blade Type",recommended,FREE_TEXT,SINGLE,11,"Clip Point | Drop Point | Karambit | Needle Point | Sheepsfoot | Spay Point","Bald Eagle Dagger 3pc American Flag Knife Collector Set"
256525915855,50382,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","High Speed Steel Drill Bits 1/16 Inch Shank 10pc 57"
256525915860,85917,"Breaking Strength",recommended,FREE_TEXT,SINGLE,11,"Less than 1000 lbs | 1000-2000 lbs | 2001-3000 lbs | 3001-4000 lbs | 4001-5000 lbs | 5001-6000 lbs","Black Stretch Cord with Black Ball 8 Inch Length - 100 Pack"
256525915860,85917,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Black Stretch Cord with Black Ball 8 Inch Length - 100 Pack"
256525915863,42576,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Stainless Steel Machete 15.5 Inch Serrated Blade Paracord Handle"
256525915880,178972,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","12pc Professional Wood Carving Chisel Set Various Blades Woodworking Clay and"
256525915882,75235,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Fixed Blade Tanto Point Hunting Neck Knife - Blue 4 Inch"
256525915897,42255,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","16pc Ratchet Screwdriver Grip Handle Set with Magnetized Bits"
256525915902,75236,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Multi Function Stainless Steel Utility Pocket Knife w/ Carrying Pouch"
256525915907,101915,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","Unisex Razor Comb Home Hair Cut Thinning Feathering Trimming 6 Extra Blades 4pk"
256525915928,20763,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","SE 8372SH Stone Hammer, 10"""
256529646593,75235,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","GEAR AID Buri Drop Point Knife with Sheath, 3"" Blade, Orange/Black"
256546395553,50382,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,11,"1 Month | 3 Months | 6 Months | 9 Months | 1 Year | 2 Years","10Pack Standard Hex Shank Magnetic Bit Extension Holder for Power Tools"
256508244301,75669,"Number of Items in Set",recommended,FREE_TEXT,SINGLE,10,"1 | 2 | 3 | 4 | 5 | 6","Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set"
256508244319,20761,"Number of Pieces",recommended,FREE_TEXT,SINGLE,10,"1 | 2 | 3 | 4 | 5 | 6","ToolTreaux 2 Inch Metal Spring Heavy Duty Clamps Set Rubber Tipped Grip 6pc"
256508244379,20725,"Item Weight",recommended,FREE_TEXT,SINGLE,10,"0.5 lb | 1 lb | 1.5 lb | 2 lb | 2.5 lb | 3 lb","BBQ Grill Mat Non-Stick Heavy Duty Outdoor Patio Eating and Cooking Tools - 2Pk"
256508244417,20725,"Item Weight",recommended,FREE_TEXT,SINGLE,10,"0.5 lb | 1 lb | 1.5 lb | 2 lb | 2.5 lb | 3 lb","Beille Black BBQ Grill Accessories Reusable Non Stick Grilling Mats 13x15"" 2pk"
256508244457,20725,"Item Weight",recommended,FREE_TEXT,SINGLE,10,"0.5 lb | 1 lb | 1.5 lb | 2 lb | 2.5 lb | 3 lb","ASR Outdoor Extendable Marshmallow Toaster Telescoping BBQ Fork Camping Utensil"
256508244509,260207,"Package Quantity",recommended,FREE_TEXT,SINGLE,10,"1 | 10 | 2 | 3 | 4 | 5","ToolTreaux Diamond Coated Cutting Burrs Set Assorted Rotary Tools 12pc 150 Grit"
256508701447,20725,"Item Weight",recommended,FREE_TEXT,SINGLE,10,"0.5 lb | 1 lb | 1.5 lb | 2 lb | 2.5 lb | 3 lb","ASR Outdoor Telescopic BBQ Fork 2 Prong Outdoor Cooking Utensil - 3 Pack"
256508701474,20725,"Item Weight",recommended,FREE_TEXT,SINGLE,10,"0.5 lb | 1 lb | 1.5 lb | 2 lb | 2.5 lb | 3 lb","Set of 4 Non-Stick BBQ Grill Mats Reusable Easy to Clean"
256509144757,177895,"Number of Items in Set",recommended,FREE_TEXT,SINGLE,10,"1 | 2 | 3 | 4 | 5 | 6","GEAR AID Tenacious Tape Patches Vinyl, Fabric Repair, Clear, 3"" x 5"" Patches"
256510041789,181379,"Number of Pockets",recommended,FREE_TEXT,SINGLE,10,"0 | 1 | 2 | 3 | 4 | 5","GEAR AID Hip Adjust Buckle, 1"", 1.5"", Black"
256510047628,36109,"Number of Pockets",recommended,FREE_TEXT,SINGLE,10,"0 | 1 | 2 | 3 | 4 | 5","GEAR AID Strap Tender for 1"" Webbing"
256510047966,43504,Features,recommended,FREE_TEXT,MULTI,10,"Dishwasher Safe | Drawstring | Dust-proof | Hanging | Microwave Safe | w/Mirror","100 Pieces Self Locking Plastic Bags 2mm Thick All Purpose Storage Various Sizes"
256510047966,43504,"Number in Pack",recommended,FREE_TEXT,SINGLE,10,"1 | 2 | 3 | 4 | 5 | 6","100 Pieces Self Locking Plastic Bags 2mm Thick All Purpose Storage Various Sizes"
256510048011,181379,"Number of Pockets",recommended,FREE_TEXT,SINGLE,10,"0 | 1 | 2 | 3 | 4 | 5","GEAR AID Ellipse Cord Locks, Black, Orange"
256510048023,181379,"Number of Pockets",recommended,FREE_TEXT,SINGLE,10,"0 | 1 | 2 | 3 | 4 | 5","GEAR AID Dual Adjust Replacement Buckle Kit, Various Sizes, Multi-pack"
256510048070,36109,"Number of Pockets",recommended,FREE_TEXT,SINGLE,10,"0 | 1 | 2 | 3 | 4 | 5","GEAR AID Dual Snap Bar Buckle, 1"", Black"
256525915648,260207,"Package Quantity",recommended,FREE_TEXT,SINGLE,10,"1 | 10 | 2 | 3 | 4 | 5","228pc Universal Deluxe Rotary Tool Accessory Set for Sanding Polishing Cutting"
256525915660,50382,Material,recommended,FREE_TEXT,SINGLE,10,"Aluminum | Brass | Chrome | Copper | Metal | Plastic","Diamond Drill Bit Hole Saw Set Core 5/32 - 1/2"" Tile Glass Marble - 6pc"
256525915688,87122,"Number of Pockets",recommended,FREE_TEXT,SINGLE,10,"0 | 1 | 2 | 3 | 4 | 5","Black Drawstring Security Strings Bag with Stopper"
256525915696,260207,"Package Quantity",recommended,FREE_TEXT,SINGLE,10,"1 | 10 | 2 | 3 | 4 | 5","100pc Polish Sand Cut Rotary Accessory Set in Wooden Box"
256525915707,177895,"Number of Items in Set",recommended,FREE_TEXT,SINGLE,10,"1 | 2 | 3 | 4 | 5 | 6","Tenacious Tape Fabric Repair Mini Patches Outdoor Hiking - Black"
256525915731,122838,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,10,"3 Months | 6 Months | 9 Months | 1 Year | 2 Years | 3 Years","SE DH09HS Diamond Hole Saw Set (10 Pc.)"
256525915737,122838,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,10,"3 Months | 6 Months | 9 Months | 1 Year | 2 Years | 3 Years","2pc Mini High Speed Steel Saw Blade And Mandrel 1/4 Inch Arbor Size .8mm"
256525915779,177005,"Food Compatibility",recommended,FREE_TEXT,MULTI,10,"Candy | Cheese | Deep Fry | Fruit | Meat | Oil","Universal Home 4-piece Black Kitchen Knife Set"
256525915779,177005,"Handle Material",recommended,FREE_TEXT,SINGLE,10,"Acrylic | Bone | Composite | Damascus Steel | Horn | Ivory","Universal Home 4-piece Black Kitchen Knife Set"
256525915802,122838,"Manufacturer Warranty",recommended,FREE_TEXT,SINGLE,10,"3 Months | 6 Months | 9 Months | 1 Year | 2 Years | 3 Years","Premium Jewelers Saw Blades 0/4 Size - 144pc Set"
256525915808,66826,"Number in Pack",recommended,FREE_TEXT,SINGLE,10,"1 | 2 | 3 | 4 | 5 | 6","Small Field Knife Pocket Fishing Tackle Box Grooved Angle Sharpening Stone"
256525915822,20725,"Item Weight",recommended,FREE_TEXT,SINGLE,10,"0.5 lb | 1 lb | 1.5 lb | 2 lb | 2.5 lb | 3 lb","BBQ Fork Telescoping 2 Prong Cooking Utensil - Camping Accessories"
256525915831,42362,"Number of Items",recommended,FREE_TEXT,SINGLE,10,"1 | 2 | 3 | 4 | 5 | 6","9 Pocket Tool Belt Pouch Heavy Duty Suede Leather For Hammer Nails, Pink"
256525915872,20661,Character,recommended,FREE_TEXT,MULTI,10,"Batman | Elmo | Freddy Krueger | Jack Skellington | Maleficent | Mickey Mouse","Hardwood Handled 15"" Goldsmith Crucible Pot Holder With Adjustable Steel Tongs"
257018082936,181040,"Item Weight",recommended,FREE_TEXT,SINGLE,10,"0.5 lb | 1 lb | 1.5 lb | 2 lb | 2.5 lb | 3 lb","ASR Outdoor 360 Degree Standard Plug-in UV Light Bug Zapper Metal Hanging Hook"
254913999821,178974,Coarseness,recommended,FREE_TEXT,SINGLE,9,"120 Grit | 1000 Grit | Rough | Coarse | Bastard | Middle","Diamond Coated Flat File Set 6 Different Grits 7"""
256446183485,181398,Features,recommended,FREE_TEXT,MULTI,9,"Absorbent | Compact | Disposable | Easy Packing | Lightweight | Quick-Drying","GEAR AID Quick Dry Microfiber Towel for Travel, Camping, Sports, XL, 35” x 62”"
256462817259,75236,"Number of Tools",recommended,FREE_TEXT,SINGLE,9,"3 | 4 | 5 | 6 | 7 | 8","11 Function Credit Card Sized Multi-tool - 20 Pack"
256462820576,13362,Performance/Activity,recommended,FREE_TEXT,MULTI,9,"Bodybuilding | Fitness | Gym & Training | Pilates | Pole Dance | Running & Jogging","Jumbo Aluminum Utility Carabiner With Grip - Blue 7 Inch"
256468957823,181413,"Number in Pack",recommended,FREE_TEXT,SINGLE,9,"2 | 4 | 6 | 8 | 10 | 12","ASR Outdoor Survival Paracord Rope 100ft (10 Colors)"
256500167211,87133,"Number of Items in Set",recommended,FREE_TEXT,SINGLE,9,"1 | 2 | 3 | 4 | 5 | 6","Camping Utensil Set Knife Fork Spoon"
256508244300,39057,"Blade Material",recommended,FREE_TEXT,SINGLE,9,"Aluminum | Bi-Metal | Carbon Steel | Ceramic | High Carbon Steel | Metal","Razor Knife Blade Refill Pack Replacement Blades for 8828 Hobby Knife 10pc"
256508244379,20725,Style,recommended,FREE_TEXT,SINGLE,9,"Animal Print | Antique Style | Contemporary | Fun & Curiosity | Modern | Shabby","BBQ Grill Mat Non-Stick Heavy Duty Outdoor Patio Eating and Cooking Tools - 2Pk"
256508244417,20725,Style,recommended,FREE_TEXT,SINGLE,9,"Animal Print | Antique Style | Contemporary | Fun & Curiosity | Modern | Shabby","Beille Black BBQ Grill Accessories Reusable Non Stick Grilling Mats 13x15"" 2pk"
256508244457,20725,Style,recommended,FREE_TEXT,SINGLE,9,"Animal Print | Antique Style | Contemporary | Fun & Curiosity | Modern | Shabby","ASR Outdoor Extendable Marshmallow Toaster Telescoping BBQ Fork Camping Utensil"
256508701447,20725,Style,recommended,FREE_TEXT,SINGLE,9,"Animal Print | Antique Style | Contemporary | Fun & Curiosity | Modern | Shabby","ASR Outdoor Telescopic BBQ Fork 2 Prong Outdoor Cooking Utensil - 3 Pack"
256508701474,20725,Style,recommended,FREE_TEXT,SINGLE,9,"Animal Print | Antique Style | Contemporary | Fun & Curiosity | Modern | Shabby","Set of 4 Non-Stick BBQ Grill Mats Reusable Easy to Clean"
256510041696,75236,"Number of Tools",recommended,FREE_TEXT,SINGLE,9,"3 | 4 | 5 | 6 | 7 | 8","ASR Outdoor 9 in 1 Multitool Folding Pocket Knife with G10 Handle, Black"
256510041789,181379,"Frame Material",recommended,FREE_TEXT,MULTI,9,"Acrylic | Aluminum | Iron | Metal | Nickel | Nylon","GEAR AID Hip Adjust Buckle, 1"", 1.5"", Black"
256510041808,11872,"Set Includes",recommended,FREE_TEXT,MULTI,9,"Callus File | Callus Shaver | Cuticle Scissors | Foot Rasp | Nail Buffer | Nail Cleaning Brush","Home Essentials Nail Files Buffers Emery Boards Beauty Tools Set Mani Pedi 18pc"
256510047585,112581,"Lighting Technology",recommended,FREE_TEXT,SINGLE,9,"Compact Fluorescent Lamp | E27 | Fiber Optic | Fluorescent Tube | Glow-in-the-Dark/Phosphorescence | HID","Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen"
256510047628,36109,"Frame Material",recommended,FREE_TEXT,MULTI,9,"Acrylic | Aluminum | Iron | Metal | Nickel | Nylon","GEAR AID Strap Tender for 1"" Webbing"
256510047684,67019,"Lens Color",recommended,FREE_TEXT,SINGLE,9,"Amber | Blue | Brown | Clear | Gray | Green","Safety Goggles Eye Protection"
256510047684,67019,"Lens Treatment",recommended,FREE_TEXT,SINGLE,9,"Anti-Fog | Anti-Reflective | Anti-Static | Laser Protection | LED Protection | Mirrored","Safety Goggles Eye Protection"
256510047693,183393,"IP Rating",recommended,FREE_TEXT,SINGLE,9,"IP44 | IP45 | IP54 | IP55 | IP65 | IP66","Durable Portable Work Light Indoor Outdoor Multi Use Black 750 Lumen"
256510047693,183393,Mounting,recommended,FREE_TEXT,MULTI,9,"Ceiling Mounted | Corner | Curtain | In Cabinet | Mirror | Over the Door","Durable Portable Work Light Indoor Outdoor Multi Use Black 750 Lumen"
256510047693,183393,"Smart Home Compatibility",recommended,FREE_TEXT,MULTI,9,"Amazon Alexa | Apple HomeKit | Google Home | IFTTT | Logitech Harmony | Nest","Durable Portable Work Light Indoor Outdoor Multi Use Black 750 Lumen"
256510047696,166126,"Number in Pack",recommended,FREE_TEXT,SINGLE,9,"2 | 4 | 6 | 8 | 10 | 12","Ceramic Non-Metal Micro Striker Create Sparks Emergency Fire Starter"
256510047926,11872,"Set Includes",recommended,FREE_TEXT,MULTI,9,"Callus File | Callus Shaver | Cuticle Scissors | Foot Rasp | Nail Buffer | Nail Cleaning Brush","ToolTreaux Beauty Tool Kit Nail Clipper Brush Eyelash Curler Pore Cleaner - 9pc"
256510047954,183394,"Smart Home Compatibility",recommended,FREE_TEXT,MULTI,9,"Amazon Alexa | Apple HomeKit | Google Home | IFTTT | Logitech Harmony | Nest","Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256510047954,183394,"IP Rating",recommended,FREE_TEXT,SINGLE,9,"IP44 | IP45 | IP54 | IP55 | IP65 | IP66","Hanging Cinema String Light Boxes - 90 Characters, 20 Boxes"
256510047955,11872,"Set Includes",recommended,FREE_TEXT,MULTI,9,"Callus File | Callus Shaver | Cuticle Scissors | Foot Rasp | Nail Buffer | Nail Cleaning Brush","Home Essentials Manicure Pedicure Foot Scrubber Foot File Callus Remover - Blue"
256510047992,181398,Features,recommended,FREE_TEXT,MULTI,9,"Absorbent | Compact | Disposable | Easy Packing | Lightweight | Quick-Drying","GEAR AID Quick Dry Microfiber Towel for Travel, Camping and Sports, L, 30"" x 50"""
256510048011,181379,"Frame Material",recommended,FREE_TEXT,MULTI,9,"Acrylic | Aluminum | Iron | Metal | Nickel | Nylon","GEAR AID Ellipse Cord Locks, Black, Orange"
256510048012,181412,"Number in Pack",recommended,FREE_TEXT,SINGLE,9,"2 | 4 | 6 | 8 | 10 | 12","ASR Outdoor First Aid Bug Out Emergency Light Mylar Foil Space Blanket"
256510048023,181379,"Frame Material",recommended,FREE_TEXT,MULTI,9,"Acrylic | Aluminum | Iron | Metal | Nickel | Nylon","GEAR AID Dual Adjust Replacement Buckle Kit, Various Sizes, Multi-pack"
256510048042,181414,"Number in Pack",recommended,FREE_TEXT,SINGLE,9,"2 | 4 | 6 | 8 | 10 | 12","Hiking Companion Whistles Emergency Survival Tools 105 dB Rating"
256510048070,36109,"Frame Material",recommended,FREE_TEXT,MULTI,9,"Acrylic | Aluminum | Iron | Metal | Nickel | Nylon","GEAR AID Dual Snap Bar Buckle, 1"", Black"
256525915604,48818,"Lock Type",recommended,FREE_TEXT,SINGLE,9,"Ball Bearing | Compression | Frame | Lever | Liner | Lockback","Thumb Assisted Folding Knife Belt Clip Seat Belt Cutter Window Punch"
256525915632,7306,"Number of Tools",recommended,FREE_TEXT,SINGLE,9,"3 | 4 | 5 | 6 | 7 | 8","Paka Wood Pocket Knife Folding Blade 440 Stainless Steel Clip Point"
256525915637,13362,Performance/Activity,recommended,FREE_TEXT,MULTI,9,"Bodybuilding | Fitness | Gym & Training | Pilates | Pole Dance | Running & Jogging","Jumbo Aluminum Utility Carabiner With Grip - Green 7 Inch"
256525915640,48818,"Lock Type",recommended,FREE_TEXT,SINGLE,9,"Ball Bearing | Compression | Frame | Lever | Liner | Lockback","Thumb Assisted Folding Knife Belt Clip Seat Belt Cutter Punch Silver"
256525915657,178974,Coarseness,recommended,FREE_TEXT,SINGLE,9,"120 Grit | 1000 Grit | Rough | Coarse | Bastard | Middle","Professional Quality Tapered Diamond File Assorted Grits 10 Piece Set"
