numeric_id,title,product_type,category,body_len,weak_source,body_snippet
9512980218156,"Fishing Fillet Knife Hard Sheath and Floating Handle, 6 inch Blade",,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives > Locking Blade Knives",109,WEAK,"6"" blade 11"" full size Floating plastic handle (will not sink) Ergonomic grip Includes black sheath Clip-On  "
9512984052012,"7 Function Small Pocket Camping Utensil Flatware, Spoon Fork Knife",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Cookware & Dinnerware > Camping Utensils",152,WEAK,"7 Function Camping Tool (Fork, Spoon, Cork Screw, Bottle Opener, Can Opener, Knife, Tent Reamer) Includes Carrying Case w/ Belt Loop Dimensions: 4""x1""  "
9512996602156,"Insulated Stainless Steel Coffee Mug with Travel Splash Guard Lid, 7.4oz",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Cookware & Dinnerware > Camping Cups",374,,"Perfect for commuting to the office or hiking on the trail High quality rust proof 404 Stainless Steel construction Double wall construction will keep your drinks hot and your hand"
9513002959148,"Stainless Steel Camping Utensil Set - Clip Together Knife Fork Spoon with Can Opener",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Cookware & Dinnerware > Camping Utensils",1704,,"Keep your camp kitchen simple, compact, and ready for anything with the ASR Outdoor Stainless Steel Camping Utensil Set. Designed for efficiency in the outdoors, this all-in-one se"
9513008824620,"6mm Water Bottle Holder with Blue Aluminum Carabiner Attachment",,"Sporting Goods > Outdoor Recreation > Climbing > Carabiners",100,WEAK,"Aluminum Carabiner with Key Ring Heavy Duty Rubber Slip-On Water Bottle Holder Durable Nylon Strap  "
9513012789548,"Folding Collapsible Pet Travel Food Bowl Dish",,"Animals & Pet Supplies > Pet Supplies > Pet Bowls, Feeders & Waterers",1194,,"DESIGNED FOR TRAVEL: The ASR Outdoor Folding Collapsible Travel Water and Food Bowl is compact, portable, lightweight and won’t weigh you down when traveling, camping or away from "
9513024946476,"100pc Portable Dry Sack First Aid Kit Dry Emergency Preparedness Items Survival Gear",,"Health & Beauty > Health Care > First Aid > Medical Tape & Bandages",803,,"CLEANING SUPPLIES: Alcohol Wipes, Sting Relief Wipes, Cleaning Wipes, Soap Wipes, Iodine Wipes and Cotton Swabs to Properly Clean Wounds and Injuries PROTECT WOUNDS: Dress Wounds o"
9513038381356,"Clear Waterproof All Purpose Storage Container, Hiking and Camping Gear, 5.5 Inch",,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools",931,,"WATERPROOF STORAGE CONTAINER: O-ring seal lid to ensure items aren't affected by leaks or poor weather condition. Tested for full submission without penetration. Ideal for multipur"
9513041494316,"5 Gallon Bucket Portable Toilet Seat",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Portable Toilets & Showers > Portable Toilets & Urination Devices > Portable Camping Toilets",1245,,"NOTE: 5 gallon bucket is NOT included PORTABLE TOILET SEAT WITH LID: Pack this snap on toilet seat for backcountry camping trips, with boating accessories or just anywhere you need"
9513050702124,"Survival 7 in 1 Multitool with Whistle Compass LED Flashlight",,"Arts & Entertainment > Party & Celebration > Party Supplies > Noisemakers & Party Blowers > Whistles",176,WEAK,"Thermometer (Fahrenheit & Celsius) 5x Magnifier | Signal Mirror LED Flashlight | Storage Compartment Safety Whistle | Compass Teach Kids About Outdoor Camping and Hiking Safety"
9513054404908,"Extendable Marshmallow Toaster BBQ Fork - 35.5""",Survival/Camping,"Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories",192,WEAK,"Extendable Length: 35.5"" | Collapsed Length: 11"" | Fork Length: 5"" Constructed of Stainless Steel Rubber Dipped Handles Protective Covers for Prongs Great for Kitchen, BBQ, Camping"
9513065218348,"3 in 1 Flint Fire Starter Whistle - Black",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking",561,,"ERGONOMIC - The design makes it easy to use guiding you to place your thumb in the perfect spot to create the most leverage when gripping the striker WHISTLE - A whistle is integra"
9513105228076,"High Visibility Emergency Glow Stick Safety Light, 1pk",,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Lights & Lanterns",150,WEAK,"Compact and lightweight to easily fit in any emergency kit Glows for up to 12 hours! Easy to use! Just snap-n-shake for instant light! 6 inches long  "
9513115287852,"Fire Stick Starter Survival Tool with Keychain and Compass",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools",1187,,"FIRE STARTER SURVIVAL TOOL: Pack this match style fire stick starter tool with the rest of your camping, hiking or survival gear to easily start a fire anywhere anytime; and as a b"
9513170108716,"12pk Water Resistant Non Toxic Slow Burning Tinder Sticks Camping Gear",Survival/Camping,"Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Portable Cooking Stove Accessories > Fire Starters",631,,"BUGOUT BAG READY: This survivalist and hiker essential is pocket sized and lightweight so you will always have room for them in an emergency kit or daypack. SLOW BURNING: It takes "
9513182429484,"3 in 1 Hiking Camping Survival Multi Tool Fire Starter Pocket Knife",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools",1529,,"3 in 1 SURVIVAL KNIFE: This ASR Outdoor pocket knife is an essential tool to any survival kit; with this knife, you'll be able to cut rope, gut fish, defend yourself, start a fire,"
9513188688172,"Survival Mylar Extreme Emergency Blanket, Orange",,"Home & Garden > Emergency Preparedness > Emergency Blankets",133,WEAK,"Mylar Imported Expanded Dimensions: 83"" x 51"" Heavy Duty Mylar Material Aluminized PE Tear Resistant Flame, Wind, & Water Retardant  "
9513197666604,"38pc Compact Survival Kit in Illuminated Dry Box",Survival/Camping,"Home & Garden > Emergency Preparedness > Emergency Tools & Kits",1053,,"COMPACT SURVIVAL KIT: Great to keep in a vehicle or pack for camping trips, this 38pc survival kit will have you covered in case of an emergency; the survival kit includes a flashl"
9513212182828,"14 in 1 Stainless Steel ECD Utility Multitool Pocket Knife with Carry Pouch",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools",1121,,"HIGH-QUALITY CONSTRUCTION - The ASR Outdoor utility pocket knife is constructed of high-quality stainless steel that is durable, sturdy, and won't rust so you can count on it rain "
9513216540972,"Emergency Outdoor Winter Blanket Insulated Thermal Reflector 4 Pack",,"Home & Garden > Emergency Preparedness > Emergency Blankets",226,,"Compacted Dimensions: 5"" x 1"" x 1"" (LxWxH) Expandable Dimensions: 84"" x 52"" Individually Packaged with Instructions/Guidelines Flame, Wind, & Water Retardant Material Ideal for Aut"
9513231810860,"Illuminated Dry Box Detachable Lid Large Waterproof Storage Case",,"Hardware > Hardware Accessories > Tool Storage & Organization > Tool Boxes",1116,,"WATERPROOF STORAGE BOX - ASR Outdoor waterproof dry box is ideal for storing tools, accessories, and essential items that need to be kept dry in inclement weather or emergency situ"
9516197249324,"Waterproof Notebook with Pencil",,"Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads > Notepads",1065,,"Ever found yourself camping or hiking and wish you could take notes, regardless of the weather? The ASR Outdoor mini waterproof notebook comes with 50 sheets of waterproof, smudge-"
9516211142956,"Buckshot Knives Camping Axe Hatchet - Black Steel with Cord Cutter",Survival/Camping,"Hardware > Tools > Axes",108,WEAK,"Black Steel Blade Overall Length: 10"" Blade Length: 4"" Grip Length: 4"" Includes Nylon Sheath and Cord Cutter"
9516216516908,"Survival Hatchet with Hammer and Pry Bar, Multi-Tool",,"Hardware > Tools > Axes > Hatchets",125,WEAK,"3-in-1 functions: crow bar, hammer, hatchet Comfortable handle Single piece of tough steel Color: black Overall length: 12.5"""
9516221989164,"Full Tang Tanto Survival Knife with Fire Starter, 7 inch, Serrated Spine, Black and Green",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives",804,,"FULL TANG SURVIVAL KNIFE: Heavy duty 440 stainless steel construction; 3mm thick serrated spine with tanto point blade MILITARY GREEN PARACORD WRAPPED HANDLE: Ideal gift for any pr"
9516229722412,"Solid Titanium Ice Pick, 9.25""",Survival/Camping,"Sporting Goods > Outdoor Recreation",664,,"Milled from a solid .394"" rod of 6AL4V titanium It is tough, lightweight and will never rust. ULTRALIGHT AND NON-MAGNETIC: This EDC Tactical Tool is only 1.68 ounces and has an ove"
9516236144940,"400lb Neodymium Magnet Fishing Kit with Paracord for Retrieving Lost Treasure",,"Sporting Goods > Outdoor Recreation > Fishing",1204,,"MAGNET FISHING KIT: This magnet fishing kit includes a rare earth neodymium magnet, a 304 stainless steel locking snap hook and 60 feet of black 550 paracord rope; the neodymium ma"
9516244304172,"Nylon Fishing Vest, Lightweight Outdoor Cargo Jacket, Size Large",,"Sporting Goods > Outdoor Recreation > Fishing",1376,,"DURABLE NYLON CAMPING VEST - The ASR Outdoor camping vest is constructed of durable nylon material that is weather-resistant, so you can count on it to hold up rain or shine. It's "
9516247875884,"11 Inch Stainless Steel Full Tang Fixed Blade Knife with Guthook for Fishing or Hunting",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives",225,,"Blade Material: Full Tang 1/4"" 440 Stainless Steel Style: Drop Point Guthook Hunting Knife Secure Ergonomic Rubber Handle Nylon Sheath w/ Belt Loop Total Knife Length: 11"" Blade Le"
9516251480364,"Grooved Angle Sharpening Stone for Fish Hooks & Blades",,"Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures > Fishing Tackle Kits",175,WEAK,"Grit: 180 Material: Aluminum Oxide Angled Groove in Center of Stone Small Hole in Stone for String, Lanyard, Keychain Ideal for sharpening a variety of fish hooks and blades  "
9516314722604,"Micro EDC Ceramic Striker Survival Gear Fire Starter (2 Colors)",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools",1921,,"Create a fire in a pinch with the ASR Outdoor Ceramic Ferro Rod Micro Striker. This tiny fire starter survival tool is easy to carry and possibly the simplest, wearable edc gear th"
9516340969772,"10pk Hand Warmers, 10 Hour Protection for Camping, Skiiing, Outdoors",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Chemical Hand Warmers",819,,"LONG LASTING HAND WARMER - Stay warm for up to 10 hours with these hand warmers. Perfect for outdoor activities in cold weather MAINTAINS A COMFORTABLE TEMPERATURE - These hand war"
9516357517612,"Survival Candle, 48 Hour, Unscented, 4 Wick, Emergency, Survival, Indoor Outdoor, Tin",,"Home & Garden > Decor > Home Fragrances > Candles",1511,,"INSTANT EMERGENCY LIGHT: Whether you're hiking, camping or backpacking into the great outdoors, putting together an earthquake survival kit or struck with a blackout power outage a"
9516362629420,"200 Lumen LED Light Clip On Cap Hiking Camping Gear (3 Colors)",,"Hardware > Tools > Flashlights & Headlamps",1333,,"200 LUMEN BRIGHTNESS: If you need lighting when working, trekking or camping in the wilderness, the ASR Outdoor Clip On Hat Baseball Cap Headlamp Light easily replaces a traditiona"
9516375277868,"Jumbo Aluminum Waterproof EDC Storage Containers with Carabiner Clip (2 Colors)",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools",1080,,"STORAGE CONTAINERS: Made from lightweight aluminum, this airtight screw top waterproof storage container with rubber seal from ASR Outdoor keeps important and valuable items dry, s"
9516412109100,"100FT 7-Strand Nylon Paracord Parachute Cord",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking",1117,,"WHEN RELIABILITY IS ESSENTIAL: ASR Outdoor Survival 550 Paracord is ideal for securing structures, Splinting or creating a sling for an injury, Makeshift Stretcher, Tourniquet, or "
9516421677356,"9 Inch Aircraft Grade Aluminum Camping Stakes Tent Pegs",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Tent Accessories > Tent Poles & Stakes > Tent Stakes",982,,"CAMPING GEAR ESSENTIAL: Whether installing a tent, grow tent, canopy, camping tent, beach tent, pop up tent, tarp tent, pergola or overhead covering for a camping trip, sporting ev"
9516431376684,"7 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip (6 Colors)",,"Sporting Goods > Outdoor Recreation > Climbing > Carabiners",146,WEAK,"Dimensions: 6.5"" x 4"" Length of Grip: 4.5"" Material: Aluminum NOT FOR CLIMBING Great for Dog Walking, Hiking, Camping, Backpacks & Every Day Use  "
9516465619244,"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most",Survival/Camping,"Apparel & Accessories > Clothing > Socks",725,,"CAMPING ACCESSORIES: Stay warm in the wilderness or on the trail with ASR Outdoors Aztec Navajo inspired men's socks; featuring a polyester spandex blend, these hiking socks are so"
9516488720684,"11 in 1 Stainless Steel Credit Card Multitool with Black Leather Carry Case",,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Multifunction Tools & Knives",316,,"Practical Multi-tool Card - Fits In Most Wallets Material: Thick Gauge Steel Extra Durable Stainless Steel Comes w/ Lightweight Black Sheath Bring this tool anywhere because of its"
9516520374572,"Lightweight Waterproof Dry Sack Bags with Roll Top (3 Sizes, 3 Colors)",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools",2466,,"Keep your gear organized and better protected from rain, splashes and wet conditions with our Waterproof Dry Sack Bags. Designed for kayaking, camping, hiking, rafting, boating, fi"
9636602347820,"12pc Break Your Own Geodes Kit with Sledge Hammer and Safety Goggles (Assorted Size Geodes)","Rock Hounding","Toys & Games > Toys > Educational Toys > Science & Exploration Sets",1748,,"Ever wondered what lies inside these old, rugged rocks? Crack open a hands on adventure with Break Your Own Geodes Kit from ASR Outdoor! Perfect for curious minds, rock collectors,"
9652288487724,"5LB Genuine Rough Gemstone Paydirt Bags, Rocks and Minerals Collection, Sift, Sort and Find Treasure","Rock Hounding","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Rocks & Fossils",1546,,"Each five pound ASR Outdoor Brazilian rough gemstone paydirt bag is a cornucopia of excitement and discovery, two pounds of gemstones. Packed with a great variety of authentic and "
9657604243756,"5lb Genuine Tumbled Rocks and Rough Gemstone Paydirt Kits, 14pc (2 Styles)","Rock Hounding","Toys & Games > Toys > Educational Toys > Science & Exploration Sets",1658,,"This kit includes all the equipment you need for successful gemstone paydirt processing: A five pound rough gemstone paydirt bag of your choice, collapsible silicone bucket, siftin"
9712716906796,"Black Water Resistant Collapsible Backpack Camping Hiking Travel Bag",Survival/Camping,"Luggage & Bags > Backpacks > Hiking Backpacks",1114,,"Whether you’re camping, hiking, or simply traveling, you need a durable, weather-resistant backpack to secure your essential items. The ASR Outdoor Black Travel Backpack comes with"
9833202319660,"Genuine Gemstone Paydirt Bags Rock Collecting (12 Rock Types)","Rock Hounding","Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Rocks & Fossils > Gemstones",1167,,"Embark on your own gemstone discovery adventure with the ASR Outdoor Authentic Gemstone Bags! Each bag is filled with high-quality, raw gemstones, offering a unique and rewarding e"
9840455614764,"11 Inch Heavy Duty Single Riffle Gold Pans Made in USA (Three Colors)","Gold Panning","Sporting Goods > Outdoor Recreation",1438,,"The ASR Outdoor heavy duty gold pan is designed and manufactured in the USA and features: 11 inch diameter, 5.5 inch base, lightweight design (0.36lbs), molded top edges for a comf"
9860245946668,"9 Inch 440 Stainless Steel Recurve Full Tang Fixed Blade Knife with Sheath (4.25 Inch Blade)",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives",1601,,"The nine inch Fixed Recurve Blade Full Tang Hunting Knife with wood handle from ASR Outdoor is engineered for precision and versatility in the field. For chopping, slashing, peelin"
9860432789804,"7 Inch Matte Black Curved Hawkbill Full Tang Fixed Blade Knife with Sheath and Lanyard (3.25 Inch Blade)",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives",1944,,"For everyday use, martial arts, combat or tactical scenarios, and even for camping, hunting and fishing, the ASR Tactical 7 Inch Full Tang Hawkbill Blade Karambit Knife is extremel"
9878688170284,"8.5 Inch Full Tang Fixed Blade Survival and Hunting Tanto Knife with Sheath and Belt Loop, Black",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives",1544,,"Be prepared for adventure and adversity with ASR Outdoors 8.5 Inch Full Tang Fixed Blade Tanto Knife. Matte black finish, two cutting planes, strong angled tip, 440 stainless steel"
9881939575084,"8 Inch Heavy Duty Full Tang Harpoon Point Fixed Blade Knife with Wood Handle and Belt Loop Sheath",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives",1513,,"Ready for any challenge, this rugged knife combines a sharp harpoon point blade with full tang construction for unmatched strength and durability. Full tang, harpoon point fixed bl"
9882392428844,"7.5 Inch Drop Point Fixed Blade Knife with Finger Hole with Spin Bearings and Sheath, Brown",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives",1257,,"Whether out in the wild, for EDC or including with a survival kit or bug out bag, this lightweight fixed blade drop point knife features a strong, durable tip that is ideal for con"
9883653177644,"6.25 Inch 440 Stainless Steel Mini Clip Point Fixed Blade Pocket Knife (2 Colors)",Survival/Camping,"Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Weapons > Collectible Knives > Pocket Collectible Knives",1240,,"Compact yet durable, this 6.25 inch Mini Clip Point Fixed Blade Pocket Knife from ASR Outdoor is the perfect on the go companion for every day carry or outdoor excursions. Whether "
9883932754220,"Portable Telescoping Collapsible Stool with Carry Handle Outdoor Camping Gear, Black (17.75 Inch Fully Extended)",Survival/Camping,"Furniture > Chairs > Folding Chairs & Stools > Folding Stools",1255,,"The perfect solution for on the go seating: meet the ASR Outdoor Portable and Collapsible Stool. Take a seat anywhere with this handy telescoping stool, designed for convenience, d"
9892036575532,"Stainless Steel Coffee Mug with Collapsible Handles Camping Essentials (2 Sizes)",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Cookware & Dinnerware > Camping Cups",1598,,"Enjoy your favorite brew wherever adventure takes you with the ASR Outdoor 304 Stainless Steel Camping Coffee Mug, available in 12oz or 22oz volumes. Made for morning campfire coff"
9892051288364,"11.75oz Stainless Steel and Enamel Coffee Mug Camping Essentials, Classic Speckled Blue",Survival/Camping,"Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs",1156,,"Made for morning campfire coffee, evening hot cocoa or sipping tea at the top of a mountain trial, the ASR Outdoor enamel and stainless steel mug is the perfect companion for all y"
9892955554092,"16 Inch Everyday Carry Travel Tool or Duffel Bag, Black",Survival/Camping,"Luggage & Bags > Duffel Bags > Gym Duffel Bags",812,,"Packable, foldable, machine washable and durable, ToolTreaux’s 16 inch duffel bag is a reliable and convenient small sized everyday carry, storage, travel or tool bag, boating a mi"
9919285690668,"Collapsible Camping Lanterns (Black or Grey)",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Lights & Lanterns",1593,,"These collapsible camping lanterns provide 360 degree dense bright white, high quality, uniform lighting for camping, road tripping, if you’re stuck in a power outage, boating, hik"
9930931896620,"12 Inch Full Tang Steel Axe Hatchet with Gut Hook Hex Holes Paracord Handle and Sheath, Black",Survival/Camping,"Hardware > Tools > Axes",1971,,"Meet a compact powerhouse hatchet forged for outdoor action. ASR Outdoor 12 Inch full tang high-carbon steel hatchet has multiple features, making it a great hand tool to pack with"
9978779468076,"13pc Creekside Gold Panning Kit with Drawstring Backpack and Mini Classifiers","Gold Panning","Sporting Goods > Outdoor Recreation",1324,,"Strike gold wherever adventure takes you! This ASR Outdoor gold panning kit is lightweight and easily portable, meaning you walk or hike to just about any river or creek with gold "
9979838169388,"7 Inch Folding Tactical Pocket Knife with Drop Point 440 Stainless Steel Blade, Black",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives > Locking Blade Knives",870,,"Minimalist and austere, this black folding pocket knife from ASR Outdoor is a great EDC knife to add to your hiking, backpacking, fishing, hunting, backcountry or camping gear. Spe"
9983056183596,"200ft High Visibility Marking Ribbon, Flagging Tape Backpacking Safety Hiking Gear (Assorted Colors)",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking",608,,"Mark your camp ground, construction site, or hiking path easily with the ASR Outdoor High Visibility Marking Ribbon. Roll Width: 1"" Ribbon Length: 200' Ribbon Thickness: .06mm Colo"
9994170827052,"14pc Remote Adventure 30L Rucksack Gold Panning Kit with Classifier Screens (3 Colors)","Gold Panning","Sporting Goods > Outdoor Recreation",2222,,"Meet your all in one prospecting adventure kit from ASR Outdoor. Designed for gold seekers who like to venture into remote terrain. Whether you're an experienced prospector or just"
10003820839212,"16pc Gold Prospecting Equipment Essentials Field Kit with Classifier Screens","Gold Panning","Sporting Goods > Outdoor Recreation",1575,,"Hit the field with confidence using the ASR Outdoor 16pc Gold Prospecting Equipment Essentials Kit: a field ready gold panning kit designed to cover all the basics for successful g"
10006911058220,"20pc Complete Gold Panning Kit with 50 Inch Folding Sluice Box and 5 Gallon Bucket (3 Colors)","Gold Panning","Sporting Goods > Outdoor Recreation",1823,,"Get ready to dig, classify, pan, sluice and recover like a pro, with this comprehensive 20pc gold prospecting equipment kit with 5 gallon bucket from ASR Outdoor. Designed for end "
10006929572140,"10pc Fine Gold Recovery Pocket Prospecting Kit in Clear Waterproof Container","Gold Panning","Sporting Goods > Outdoor Recreation",1487,,"Get in on the gold rush with our 11pc Clear Pocket Portable Travel Gold Panning Kit for fine gold recovery! This portable pocket gold panning kit focuses on mineral, gem stone, pre"
10013731029292,"PARALACE 550 Paracord Shoelaces for Hiking Boots and Shoes, 1 Pair (4 Colors) (5 Lengths)",Survival/Camping,"Apparel & Accessories > Shoe Accessories > Shoelaces",1525,,"ParaLace brand 550 paracord hiking boot laces are built for adventure, made to be used and designed to withstand even the most rugged of outdoor environments. Already packed on you"
10016120537388,"Universal Fit Survival 550 Paracord Belt with Stainless Steel Buckle, 52 inch",Survival/Camping,"Apparel & Accessories > Clothing Accessories > Belts",2073,,"ASR Outdoor 550 Survival Paracord Duty Belt: Your Wearable Emergency Tool Always be ready for the unexpected with the ASR Outdoor 550 Survival Paracord Duty Belt. This isn't just a"
10017172390188,"Full Magnesium Body Fire Starter Survival Tool with Striker",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools",1466,,"Whether you're deep in the backcountry, prepping for emergencies, or teaching essential outdoor skills, the ASR Outdoor Magnesium Fire Starter is your go to tool for instant flame "
10027574034732,"14 Inch Metal Detecting Sand Scoop with Coin Probe (3 Colors)","Metal Detecting","Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools",1168,,"The ASR Outdoor sand scoop for metal detecting features a 14-inch length handle for easier digging while treasure hunting, making this a great tool for both beginners and metal det"
10038582280492,"Orange Heavy Duty ABS Plastic Tent Stakes Ground Anchor Camping Essentials",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Tent Accessories > Tent Poles & Stakes > Tent Stakes",1525,,"Holding power, durability, terrain diversity, as well as easy installation and packability, these lightweight but heavy duty ABS plastic tent stakes from ASR Outdoor boast it all. "
10049578107180,"Serrated Digger Beach Combing Metal Detector Accessories Backpack Kit, 22 Piece","Metal Detecting","Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools",849,,"This ASR Outdoor Deluxe Beach Digger Metal Detector Kit is comprehensive set of metal detecting accessories and hand tools for beginners and seasoned treasure hunters alike. This k"
10049578959148,"20pc Beach Combing Metal Detector Gold Panning Kit with Serrated Digger","Metal Detecting","Sporting Goods > Outdoor Recreation > Camping & Hiking",1583,,"Get in on the gold rush and add the ASR Outdoor Beach Digger Gold Panning Kit to your summer activity list! This gold panning kit has everything you need from gold recovery to gold"
10068970799404,"304 Stainless Steel Flask Funnel Camping Gear (1-1/2 Inch Diameter with 3/8 Inch Spout)",Survival/Camping,"Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Funnels",988,,"Simplify pouring and storage tasks like never before with the ASR Outdoor 304 Stainless Steel Funnel. Designed for precision and convenience, this funnel is the perfect tool for tr"
10068971356460,"4 in 1 Hand Crank Emergency AM/FM Weather Radio, Flashlight, Power Bank, Alarm Siren for Camping Gear and Survival Kits",Survival/Camping,"Electronics > Communications > Communication Radios",2527,,"Be ready for any situation with this 4 in 1 Emergency Hand Crank Radio, Flashlight, Power Bank and Siren from ASR Outdoor, your all-in-one survival tool for light, power and commun"
10068972994860,"6oz Brushed 201 Stainless Steel and Chrome Screw Top Portable Pocket Flask",Survival/Camping,"Home & Garden > Kitchen & Dining > Food & Beverage Carriers > Flasks",1275,,"Enjoy your favorite drink anywhere with the ASR Outdoor 6oz Stainless Steel Hip Flask. Designed for portability and convenience, this classic flask is compact enough to slip into y"
10069016609068,"8oz Brushed 201 Stainless Steel and Chrome Screw Top Portable Pocket Flask",Survival/Camping,"Home & Garden > Kitchen & Dining > Food & Beverage Carriers > Flasks",1282,,"Enjoy your favorite drink anywhere with the ASR Outdoor 8oz Stainless Steel Hip Flask. Designed for portability and convenience, this classic flask is compact enough to slip into y"
10069742944556,"3 Inch Locking Aluminum Carabiner Clip EDC Camping Hiking Gear (Assorted Colors)",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Multifunction Tools & Knives",1930,,"Keep personal belongings or outdoor essentials secure and within reach, using ASR Outdoors locking carabiners, designed specifically for hiking, camping, fishing, and everyday outd"
10069756018988,"5lb Navy Blue Wool Blanket Camping Survival Gear, 64 x 84 Inches (70% Wool, 30% Synthetic)",Survival/Camping,"Home & Garden > Emergency Preparedness > Emergency Blankets",2339,,"Be prepared for any emergency situation with the ASR Outdoor 5lb Wool Blanket. Weighing in at a solid 5lbs, this heavy duty blanket is made with a 70% wool and 30% synthetic materi"
10069811331372,"2pc Stainless Steel Flask and Funnel Set for Hiking Camping Outdoor Gear GIft Set (2 Sizes)",Survival/Camping,"Home & Garden > Kitchen & Dining > Food & Beverage Carriers > Flasks",2050,,"Take your favorite beverage anywhere with the ASR Outdoor Stainless Steel Flask and Funnel Bundle. Crafted from durable 201 stainless steel, choose from a 6oz or 8oz flask that are"
10095730983212,"Compact 50 Lumens Mini Zipper Light with Keychain, Camping Hiking EDC Survival Gear",Survival/Camping,"Hardware > Tools > Flashlights & Headlamps > Flashlights",1999,,"Rechargeable Mini Zipper Light Rechargeable 501015 Battery USB Charging Cable Included Charge Time: 30 Minutes to full Charge Run Time: 90 Minutes to Run Time Rechargeable 50Mah 50"
10099746996524,"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)",Survival/Camping,"Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Weapons > Collectible Knives > Fixed Blade Collectible Knives",1148,,"The 13 Inch Wildlife Collectors Hunting Knives from ASR Outdoor would be great for any outdoorsman or collector that wants their blade to be both functional and artistic. The blade"
10099787170092,"8 Inch American Back Lock Folding Pocket Knife (2 Styles)",Survival/Camping,"Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives > Locking Blade Knives",717,,"Be prepared while exploring out in the wilderness in style with the ASR Outdoor Eagle Head Collectible Folding Pocket Knife! This pocket knife features a patriotic bald eagle desig"
10099832357164,"Wild Icons Collector Fixed Blade Hunting Knife Series with Animal Head and Sheath (4 Styles)",Survival/Camping,"Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Collectible Weapons > Collectible Knives > Fixed Blade Collectible Knives",1352,,"BOWIE-STYLE FIXED BLADE HUNTING KNIFE: Large decorative sheathed knife with cross-guard featuring a clip point; excellent presentation gift for knife collectors and hunting enthusi"
