Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Animal type (product.metafields.shopify.animal-type),Authenticity (product.metafields.shopify.authenticity),Bag/Case closure (product.metafields.shopify.bag-case-closure),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Battery type (product.metafields.shopify.battery-type),Blade design (product.metafields.shopify.blade-design),Blade material (product.metafields.shopify.blade-material),Bug type (product.metafields.shopify.bug-type),Candle type (product.metafields.shopify.candle-type),Carabiner gate type (product.metafields.shopify.carabiner-gate-type),Carabiner shape (product.metafields.shopify.carabiner-shape),Care instructions (product.metafields.shopify.care-instructions),Carry options (product.metafields.shopify.carry-options),Case color (product.metafields.shopify.case-color),Clothing accessory material (product.metafields.shopify.clothing-accessory-material),Color (product.metafields.shopify.color-pattern),Compass style (product.metafields.shopify.compass-style),Condition (product.metafields.shopify.condition),Drinkware material (product.metafields.shopify.drinkware-material),Fabric (product.metafields.shopify.fabric),Features (product.metafields.shopify.features),First aid kit components (product.metafields.shopify.first-aid-kit-components),First aid kit usage (product.metafields.shopify.first-aid-kit-usage),Geological era (product.metafields.shopify.geological-era),Hand warmer type (product.metafields.shopify.hand-warmer-type),Handle material (product.metafields.shopify.handle-material),Hardware material (product.metafields.shopify.hardware-material),Housing material (product.metafields.shopify.housing-material),Hunting/Survival knife design (product.metafields.shopify.hunting-survival-knife-design),Knife type (product.metafields.shopify.knife-type),Light color (product.metafields.shopify.light-color),Light source (product.metafields.shopify.light-source),Light temperature (product.metafields.shopify.light-temperature),Lighting features (product.metafields.shopify.lighting-features),Lock type (product.metafields.shopify.lock-type),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Net material (product.metafields.shopify.net-material),Notepad cover type (product.metafields.shopify.notepad-cover-type),Notepad design (product.metafields.shopify.notepad-design),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Paper type (product.metafields.shopify.paper-type),Power source (product.metafields.shopify.power-source),Product use (product.metafields.shopify.product-use),Rarity (product.metafields.shopify.rarity),Recommended age group (product.metafields.shopify.recommended-age-group),Scent (product.metafields.shopify.scent),Seat type (product.metafields.shopify.seat-type),Sheet color (product.metafields.shopify.sheet-color),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Suitable space (product.metafields.shopify.suitable-space),Target gender (product.metafields.shopify.target-gender),Tool/Utensil material (product.metafields.shopify.tool-utensil-material),Toy/Game material (product.metafields.shopify.toy-game-material),Usage type (product.metafields.shopify.usage-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
20pc-complete-gold-panning-kit-with-50-inch-folding-sluice-box-and-5-gallon-bucket-3-colors,,,,,,,,,Black,,,,,,,,SON-ASRO-BKTSLCGPKIT-20PC-BLK,7348.196394,shopify,0,deny,manual,225.00,,true,true,,,,,'00810131701475,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/20pc_Complete_Gold_Panning_Kit_w_50_Inch_Sluice_Scale.jpg?v=1755635914,2,Set of green gold prospecting mining tools with measurements on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
20pc-complete-gold-panning-kit-with-50-inch-folding-sluice-box-and-5-gallon-bucket-3-colors,,,,,,,,,Blue,,,,,,,,SON-ASRO-BKTSLCGPKIT-20PC-BLU,7348.196394,shopify,0,deny,manual,225.00,,true,true,,,,,'00810131708900,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Sluice_Box_3D_Layers_02_acb65daf-24ab-4339-8f9d-b84b9db75c4f.jpg?v=1767657917,3,Layers to a sluice box meant for finding gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
20pc-complete-gold-panning-kit-with-50-inch-folding-sluice-box-and-5-gallon-bucket-3-colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Sluice_Box_3D_Layers_a5dbfa12-bb63-4784-b417-998652c43bbe.jpg?v=1767657917,4,What is a sluice box made of What are the layers to a sluice box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20pc-complete-gold-panning-kit-with-50-inch-folding-sluice-box-and-5-gallon-bucket-3-colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/GP-SB50AF_aluminum_sluice_scale.jpg?v=1755635914,5,biggest sluice box collapsible compact sluice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20pc-complete-gold-panning-kit-with-50-inch-folding-sluice-box-and-5-gallon-bucket-3-colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/ASRO_fine_gold_recovery_bottle_lifestyle.jpg?v=1755635914,6,gold recovery with snifter bottle snuffer bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20pc-complete-gold-panning-kit-with-50-inch-folding-sluice-box-and-5-gallon-bucket-3-colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/GP-SB50AF_50in_aluminum_folding_sluice_lifestyle_002.jpg?v=1755635914,7,metal riffles in a sluice box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20pc-complete-gold-panning-kit-with-50-inch-folding-sluice-box-and-5-gallon-bucket-3-colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/71mu2iXqiBL._AC_SL1500.jpg?v=1773683514,8,Green screen filter on a white bucket with a blurred natural background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20pc-complete-gold-panning-kit-with-50-inch-folding-sluice-box-and-5-gallon-bucket-3-colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/green_stacking_classifier_half_inch_4.jpg?v=1753472957,9,steel mesh classifiers for gravel and rock separation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20pc-complete-gold-panning-kit-with-50-inch-folding-sluice-box-and-5-gallon-bucket-3-colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/ASRO_3_in_1_pick_and_shovel_lifestyle.png?v=1755635891,10,why should i start gold panning? getting outside and digging in the dirt to find cool rocks and minerals is very satisfying and simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20pc-complete-gold-panning-kit-with-50-inch-folding-sluice-box-and-5-gallon-bucket-3-colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/ASRO_fine_gold_recovery_bottle_lifestyle.png?v=1753472972,11,Hand holding a white ASR Outdoor snuffer bottle with a clear background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20pc-complete-gold-panning-kit-with-50-inch-folding-sluice-box-and-5-gallon-bucket-3-colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/20pc_Complete_Gold_Panning_Kit_w_50_Inch_Sluice_Blue_Updated.jpg?v=1753472953,12,20pc gold panning kit with 50 inch sluice box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20pc-complete-gold-panning-kit-with-50-inch-folding-sluice-box-and-5-gallon-bucket-3-colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/20pc_Complete_Gold_Panning_Kit_w_50_Inch_Sluice_Black_Updated.jpg?v=1753472953,13,20pc gold panning kit with 50 inch sluice box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20pc-complete-gold-panning-kit-with-50-inch-folding-sluice-box-and-5-gallon-bucket-3-colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/MC46_magnifier_tweezers_lifestyle_02_5cd9f19a-75d9-4dd7-b450-bba9342ab0a1.jpg?v=1755633654,14,one flake of gold or gold nugget under a magnifying glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20pc-complete-gold-panning-kit-with-50-inch-folding-sluice-box-and-5-gallon-bucket-3-colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/GB5_vial_lifestyle_01_23798bed-7575-4f7e-8b9f-24ef105dbed7.jpg?v=1753472961,15,14pc remote adventure rucksack gold panning kit with backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17pc-gold-prospecting-equipment-essentials-field-kit-with-classifier-screens,16pc Gold Prospecting Equipment Essentials Field Kit with Classifier Screens,"<p>Hit the field with confidence using the ASR Outdoor 16pc Gold Prospecting Equipment Essentials Kit: a field ready gold panning kit designed to cover all the basics for successful gold panning. Whether you're exploring remote creeks, or visiting a favorite claim site, this kit includes durable, reliable gold prospecting equipment to help you classify, pan and recover gold.</p>
<p><strong>Here’s what’s included: </strong></p>
<ul>
<li>
<strong>Classifier Screens (Multiple Sizes)</strong>: Speed up your panning process with lightweight, stackable screens that separate larger rocks and debris from finer material, ideal for high efficiency prospecting</li>
<li>
<strong>Gold Pans</strong>: Choose from three different gold pans that give you variety when panning, including a <strong>Made in USA</strong> 11 inch multi wall gold pan, a 12 inch dual riffle gold pan with both deep and shallow riffles, and lastly, a large 14 inch single riffle pan with built in water guide</li>
<li>
<strong>16lb Black Sand Magnetic Separator</strong>: Remove unwanted magnetic black sand from concentrates quickly, lightweight and perfect for field use</li>
<li>
<strong>3-in-1 Shovel</strong>: Compact yet rugged, this digging tool is ready to tackle any terrain, whether breaking hard ground, scooping gravel or digging into riverbanks</li>
<li>
<strong>Fine Gold Recovery Tools</strong>: Everything you need to help recover and store even the tiniest specs of gold with ease</li>
</ul>
<p>Perfect for all levels of prospectors, or anyone looking to get their hands dirty in this challenging but rewarding hobby, this gold panning kit has all the essential gold prospecting equipment needed to get you in the game fast. Just add water, dirt and let the gold rush begin. Good luck!</p>
<p><span><span class=""a-list-item""><img style=""display: block; margin-left: auto; margin-right: auto;"" height=""78"" width=""273"" alt="""" src=""https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Shopify_Prop65graphic_480x480.jpg?v=1692130729""></span></span></p>",ASR Outdoor,Sporting Goods > Outdoor Recreation,Gold Panning,"",true,Title,Default Title,,,,,,,,SON-ASRO-GPESSENTIALSKIT-17PC,2775.9853044,shopify,0,deny,manual,99.99,,true,true,,,,,'00810131705244,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/ASRO_17pc_essentials_gp_field_kit_main_green.jpg?v=1753472955,1,16-piece gold prospecting field kit with classifier screens and recovery tools.,false,"Gold Prospecting Field Kit, Classifiers, 16pc | ASR Outdoor","Field-ready 16-piece gold prospecting kit with classifier screens covering all the basics. Classify, pan, and recover gold at remote creeks or claim sites.",1011,unisex,adult,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green,,,,,,,,,,,,,,,,,,,,,,,,,,,manual,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
17pc-gold-prospecting-equipment-essentials-field-kit-with-classifier-screens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/ASRO_3_in_1_pick_and_shovel_lifestyle.png?v=1755635891,2,why should i start gold panning? getting outside and digging in the dirt to find cool rocks and minerals is very satisfying and simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17pc-gold-prospecting-equipment-essentials-field-kit-with-classifier-screens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/ASRO_17pc_essentials_gp_kit_main_scale_01.jpg?v=1755635891,3,Set of green metal detecting tools with measurements on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17pc-gold-prospecting-equipment-essentials-field-kit-with-classifier-screens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/ASRO_17pc_essentials_gp_kit_classifier_scale_01.jpg?v=1755635891,4,the best classifier sizes for gold prospecting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17pc-gold-prospecting-equipment-essentials-field-kit-with-classifier-screens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/ASRO_fine_gold_recovery_bottle_lifestyle.jpg?v=1755635914,5,gold recovery with snifter bottle snuffer bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17pc-gold-prospecting-equipment-essentials-field-kit-with-classifier-screens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/GP-2_Classifier_Lifestyle_3_01dfbacf-3d7a-46e9-9b68-db2227d792e7.jpg?v=1753473258,6,5 gallon bucket deep stack classifier for gold panning prospecting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17pc-gold-prospecting-equipment-essentials-field-kit-with-classifier-screens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/heavy_duty_single_riffle_green_pan_18.jpg?v=1753472956,7,single riffle gold pan classic gold pan textured plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17pc-gold-prospecting-equipment-essentials-field-kit-with-classifier-screens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/heavy_duty_single_riffle_green_pan_21.jpg?v=1753472956,8,Close-up of a green single riffle gold pan with water droplets on a natural background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17pc-gold-prospecting-equipment-essentials-field-kit-with-classifier-screens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/green_stacking_classifier_half_inch_4.jpg?v=1753472957,9,steel mesh classifiers for gravel and rock separation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17pc-gold-prospecting-equipment-essentials-field-kit-with-classifier-screens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/MC46_magnifier_tweezers_lifestyle_02_463915d4-4218-4f28-82b0-d0c10fc176af.jpg?v=1753473300,10,inspecting fake gold with magnifying tweezers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17pc-gold-prospecting-equipment-essentials-field-kit-with-classifier-screens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/ASRO_fine_gold_recovery_bottle_lifestyle.png?v=1753472972,11,Hand holding a white ASR Outdoor snuffer bottle with a clear background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17pc-gold-prospecting-equipment-essentials-field-kit-with-classifier-screens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/GB5_vial_lifestyle_01_56076098-f9df-4719-8a96-5ac85620ac86.jpg?v=1753472973,12,Hand holding a small glass vial with gold flakes against a dark background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asr-outdoor-14pc-remote-adventure-30l-rucksack-gold-panning-kit-with-classifier-screens-black,14pc Remote Adventure 30L Rucksack Gold Panning Kit with Classifier Screens (3 Colors),"<p>Meet your all in one prospecting adventure kit from ASR Outdoor.</p>
<p>Designed for gold seekers who like to venture into remote terrain. Whether you're an experienced prospector or just getting started, this gold panning kit equips you with the gear you need to find and recover gold, no matter where your journey takes you. Walk or hike to just about any river or creek with essential gold prospecting equipment on your back, where you can immediately start panning for gold, with minimal set up time required. </p>
<p>All gold prospecting equipment included in this gold panning kit, conveniently fits inside the included ASR Outdoor 30L backpack, so you can remain hands free when you’re on the go, and easily pack everything out when you’re done for the day.</p>
<p>Here’s what’s included: </p>
<ul>
<li>
<strong>Durable 30L Backpack</strong>: Built tough for the backcountry, this spacious pack carries all your gear comfortably with reinforced seams, padded and adjustable shoulder straps, and multiple compartments</li>
<li>
<strong>Classifier Screens (Multiple Sizes)</strong>: Speed up your panning process with lightweight, stackable screens that separate larger rocks and debris from finer material, ideal for high efficiency prospecting</li>
<li>
<strong>Gold Pans</strong>: High quality 14 inch single riffle and 12 inch dual riffle gold pans ensure you never miss a flake, whether working in a riverbed or remote stream</li>
<li>
<strong>8lb Magnetic Pick Up Tool</strong>: Remove unwanted magnetic black sand from concentrates quickly, lightweight and perfect for field use</li>
<li>
<strong>3-in-1 Shovel</strong>: Compact yet rugged, this digging tool is ready to tackle any terrain, whether breaking hard ground, scooping gravel or digging into riverbanks</li>
<li>
<strong>Collapsible Bucket with Stand</strong>: Lightweight and portable, this fold-able bucket is perfect for collecting water or transporting pay dirt; packs down small to save space.</li>
<li>
<strong>Fine Gold Recovery Tools</strong>: Everything you need to help recover and store even the tiniest specs of gold with ease</li>
</ul>
<p>Designed for portability and performance, the 14pc Remote Rucksack Gold Panning Kit is your reliable companion for off the grid gold adventures. Whether hiking into remote streams or exploring historic gold fields, you’ll have all the tools needed to pan, classify, recover and store found gold. Adventure awaits, good luck!</p>
<p><span><span class=""a-list-item""><img src=""https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Shopify_Prop65graphic_480x480.jpg?v=1692130729"" alt="""" width=""273"" height=""78"" style=""display: block; margin-left: auto; margin-right: auto;""></span></span></p>",ASR Outdoor,Sporting Goods > Outdoor Recreation,Gold Panning,"backpack, classifier screen, collapsible, gold mining equipment, gold pan, gold panning, gold panning equipment, gold panning kit, gold panning kits, gold prospecting, gold prospecting equipment, gold sifter, pick axe",true,Color,Black,,,,,,,,SON-ASRO-REMOTERUCKSACKGPKIT-14PC-BLK,3991.612856,shopify,0,deny,manual,149.99,169.99,true,true,,,,,'00810131706173,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Remote_rucksack_kit_main_GRN.jpg?v=1753472959,1,14-piece gold panning kit with classifier screens in a 30L rucksack for remote terrain.,false,"Rucksack Gold Panning Kit, Classifiers, 14pc | ASR Outdoor","All-in-one 14-piece gold panning kit with classifier screens in a 30L rucksack. Built for remote terrain, hike to any river and recover gold, beginner to pro.",988,unisex,adult,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black-1; olive-green; beige,,,,,,,,,,,,,,,,,,,,,,,,,,,manual,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
asr-outdoor-14pc-remote-adventure-30l-rucksack-gold-panning-kit-with-classifier-screens-black,,,,,,,,,Green,,,,,,,,SON-ASRO-REMOTERUCKSACKGPKIT-14PC-GRN,3991.612856,shopify,0,deny,manual,149.99,169.99,true,true,,,,,'00810131702847,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Remote_rucksack_kit_main.jpg?v=1753472959,2,"Backpack with prospecting bucket, classifiers and gold panning tools on a white background",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
asr-outdoor-14pc-remote-adventure-30l-rucksack-gold-panning-kit-with-classifier-screens-black,,,,,,,,,Desert Khaki,,,,,,,,SON-ASRO-REMOTERUCKSACKGPKIT-14PC-KHK,3991.612856,shopify,0,deny,manual,149.99,169.99,true,true,,,,,'00810131706173,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Remote_rucksack_kit_main_BLK_5665e946-aff8-437b-9335-ad1ea24902b6.jpg?v=1753472959,3,"Black backpack with green panning screens, buckets, and other tools on a white background",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
asr-outdoor-14pc-remote-adventure-30l-rucksack-gold-panning-kit-with-classifier-screens-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/remote_rucksack_kit_item_sizechart.jpg?v=1753472960,4,14pc remote adventure rucksack gold panning kit with backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asr-outdoor-14pc-remote-adventure-30l-rucksack-gold-panning-kit-with-classifier-screens-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/GP6-BS5-10L_collapsible_bucket_stand_info_01.jpg?v=1753473209,5,orange collapsible bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asr-outdoor-14pc-remote-adventure-30l-rucksack-gold-panning-kit-with-classifier-screens-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/ASRO_fine_gold_recovery_bottle_lifestyle.jpg?v=1755635914,6,gold recovery with snifter bottle snuffer bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asr-outdoor-14pc-remote-adventure-30l-rucksack-gold-panning-kit-with-classifier-screens-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/classsifier_collapsible_bucket_kit.jpg?v=1753472960,7,Collapsible bucket rock classifier being used on a rocky surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asr-outdoor-14pc-remote-adventure-30l-rucksack-gold-panning-kit-with-classifier-screens-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/ASRO_3_in_1_pick_and_shovel_lifestyle.png?v=1755635891,8,why should i start gold panning? getting outside and digging in the dirt to find cool rocks and minerals is very satisfying and simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asr-outdoor-14pc-remote-adventure-30l-rucksack-gold-panning-kit-with-classifier-screens-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Pan_backpack_carabiner_01_593f60d7-9562-4d2b-8975-4cf6c849e4af.jpg?v=1771460883,9,gold panning backpack with green gold pan in a forest river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asr-outdoor-14pc-remote-adventure-30l-rucksack-gold-panning-kit-with-classifier-screens-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/2056/6572/files/Goldpan_snifter_04_ASRO_764ef7c2-1650-4d43-9213-ca18d896e0f3.jpg?v=1753473398,10,"5pc beginner kit with gold pan, glass vials, snifter bottle, and magnifying tweezers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
