numeric_id,handle,product_type,old_product_title,new_seo_title,len
9516221989164,full-tang-tanto-survival-knife-with-fire-starter-7-inch-serrated-spine-black-and-green,Survival/Camping,"Full Tang Tanto Survival Knife with Fire Starter, 7 inch, Serrated Spine, Black and Green","7-Inch Tanto Survival Knife, Fire Starter | ASR Outdoor",55
9516229722412,solid-titanium-ice-pick-9-25,Survival/Camping,"Solid Titanium Ice Pick, 9.25""","9.25-Inch Solid Titanium Ice Pick | ASR Outdoor",47
9516236144940,400lb-neodymium-magnet-fishing-kit-with-paracord-for-retrieving-lost-treasure,Fishing,"400lb Neodymium Magnet Fishing Kit with Paracord for Retrieving Lost Treasure","400lb Magnet Fishing Kit with Paracord | ASR Outdoor",52
9516244304172,nylon-fishing-vest-size-large,Fishing,"Nylon Fishing Vest, Lightweight Outdoor Cargo Jacket, Size Large","Lightweight Nylon Fishing Vest, Large | ASR Outdoor",51
9516247875884,11-inch-full-tang-hunting-guthook-knife-for-fishing-cleaning-fixed-blade,Survival/Camping,"11 Inch Stainless Steel Full Tang Fixed Blade Knife with Guthook for Fishing or Hunting","11-Inch Fixed Blade Knife with Gut Hook | ASR Outdoor",53
9516251480364,grooved-angle-sharpening-stone-for-fish-hooks-blades,Fishing,"Grooved Angle Sharpening Stone for Fish Hooks & Blades","Sharpening Stone for Fish Hooks & Blades | ASR Outdoor",54
9516314722604,micro-edc-ceramic-striker-survival-fire-starter-create-sparks,Survival/Camping,"Micro EDC Ceramic Striker Survival Gear Fire Starter (2 Colors)","Micro EDC Ceramic Striker Fire Starter | ASR Outdoor",52
9516340969772,10pk-hand-warmers-10-hour-protection-for-camping-skiiing-outdoors,Survival/Camping,"10pk Hand Warmers, 10 Hour Protection for Camping, Skiiing, Outdoors","10-Hour Hand Warmers for Camping, 10pk | ASR Outdoor",52
9516357517612,survival-candle-48-hour-unscented-4-wick-emergency-survival-indoor-outdoor-tin,Survival/Camping,"Survival Candle, 48 Hour, Unscented, 4 Wick, Emergency, Survival, Indoor Outdoor, Tin","48-Hour 4-Wick Survival Candle in Tin | ASR Outdoor",51
9516362629420,200-lumen-led-camping-clip-on-cap-light-black-green-orange,Survival/Camping,"200 Lumen LED Light Clip On Cap Hiking Camping Gear (3 Colors)","200-Lumen Clip-On LED Cap Light | ASR Outdoor",45
9516375277868,5-inch-portable-aluminum-waterproof-edc-storage-containers-with-carabiner-clip-2-colors,Survival/Camping,"Jumbo Aluminum Waterproof EDC Storage Containers with Carabiner Clip (2 Colors)","Jumbo Waterproof EDC Storage Container | ASR Outdoor",52
9516412109100,paracord-bundle-100-feet-x-15-inch-7-strand,Survival/Camping,"100FT 7-Strand Nylon Paracord Parachute Cord","100ft 7-Strand Nylon Paracord | ASR Outdoor",43
9516421677356,9-inch-aircraft-grade-aluminum-camping-stakes-tent-pegs,Survival/Camping,"9 Inch Aircraft Grade Aluminum Camping Stakes Tent Pegs","9-Inch Aluminum Camping Stakes & Tent Pegs | ASR Outdoor",56
9516431376684,7-inch-jumbo-aluminum-carabiner-hiking-cushion-grip-6-colors,Survival/Camping,"7 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip (6 Colors)","7-Inch Jumbo Aluminum Carabiner, Cushion Grip | ASR Outdoor",59
9516465619244,southwest-navajo-style-mens-socks-1-pair-assorted-colors-one-size-fits-most,Survival/Camping,"Southwest Navajo Style Mens Socks, 1 Pair, Assorted Colors, One Size Fits Most","Southwest Navajo Style Mens Socks, 1 Pair | ASR Outdoor",55
9516488720684,11-in-1-multi-function-credit-card-sized-tool-with-black-sheath,Survival/Camping,"11 in 1 Stainless Steel Credit Card Multitool with Black Leather Carry Case","11-in-1 Credit Card Multitool with Case | ASR Outdoor",53
9516520374572,15l-green-waterproof-dry-sack-gusseted-bottom-ripstop-nylon-bag,Survival/Camping,"Lightweight Waterproof Dry Sack Bags with Roll Top (3 Sizes, 3 Colors)","Waterproof Dry Sack Bag with Roll Top | ASR Outdoor",51
9636602347820,12pc-break-your-own-geodes-kit-with-sledge-hammer-and-safety-goggles-assorted-size-geodes,"Rock Hounding","12pc Break Your Own Geodes Kit with Sledge Hammer and Safety Goggles (Assorted Size Geodes)","Break Your Own Geodes Kit with Hammer, 12pc | ASR Outdoor",57
9652288487724,5lb-rough-brazilian-gemstone-paydirt-bag-geology-science-kit,"Rock Hounding","5LB Genuine Rough Gemstone Paydirt Bags, Rocks and Minerals Collection, Sift, Sort and Find Treasure","5lb Rough Gemstone Paydirt, Rocks & Minerals | ASR Outdoor",58
9657604243756,5lb-genuine-tumbled-rocks-and-gemstone-paydirt-geology-science-kit-14pc,"Rock Hounding","5lb Genuine Tumbled Rocks and Rough Gemstone Paydirt Kits, 14pc (2 Styles)","5lb Tumbled Rocks & Gemstone Paydirt Kit, 14pc | ASR Outdoor",60
9712716906796,black-water-resistant-collapsible-backpack-camping-hiking-travel-bag,Survival/Camping,"Black Water Resistant Collapsible Backpack Camping Hiking Travel Bag","Water-Resistant Collapsible Camping Backpack | ASR Outdoor",58
9833202319660,asr-outdoor-5lb-cocada-pyrite-gemstone-paydirt-bag-gold-panning-kit,"Rock Hounding","Genuine Gemstone Paydirt Bags Rock Collecting (12 Rock Types)","Genuine Gemstone Paydirt Bags, Rock Collecting | ASR Outdoor",60
9840455614764,asr-outdoor-11-inch-heavy-duty-single-riffle-gold-pans-made-in-usa-three-colors,"Gold Panning","11 Inch Heavy Duty Single Riffle Gold Pans Made in USA (Three Colors)","11-Inch Single Riffle Gold Pan, Made in USA | ASR Outdoor",57
9860245946668,9-inch-440-stainless-steel-recurve-full-tang-fixed-blade-knife-with-sheath-4-25-inch-blade,Survival/Camping,"9 Inch 440 Stainless Steel Recurve Full Tang Fixed Blade Knife with Sheath (4.25 Inch Blade)","9-Inch Recurve Full Tang Fixed Blade Knife | ASR Outdoor",56
9860432789804,matte-black-curved-hawkbill-full-tang-fixed-blade-knife-with-sheath-and-lanyard-7-inch,Survival/Camping,"7 Inch Matte Black Curved Hawkbill Full Tang Fixed Blade Knife with Sheath and Lanyard (3.25 Inch Blade)","7-Inch Hawkbill Full Tang Fixed Blade Knife | ASR Outdoor",57
9878688170284,asr-outdoor-8-5-inch-full-tang-fixed-blade-survival-and-hunting-tanto-knife-with-sheath-and-belt-loop-black,Survival/Camping,"8.5 Inch Full Tang Fixed Blade Survival and Hunting Tanto Knife with Sheath and Belt Loop, Black","8.5-Inch Tanto Survival & Hunting Knife | ASR Outdoor",53
9881939575084,asr-outdoor-8-inch-heavy-duty-full-tang-harpoon-point-fixed-blade-knife-with-wood-handle-and-belt-loop-sheath,Survival/Camping,"8 Inch Heavy Duty Full Tang Harpoon Point Fixed Blade Knife with Wood Handle and Belt Loop Sheath","8-Inch Harpoon Point Fixed Blade Knife | ASR Outdoor",52
9882392428844,7-5-inch-drop-point-fixed-blade-knife-with-finger-hole-with-spin-bearings-and-sheath-brown,Survival/Camping,"7.5 Inch Drop Point Fixed Blade Knife with Finger Hole with Spin Bearings and Sheath, Brown","7.5-Inch Drop Point Fixed Blade Knife | ASR Outdoor",51
9883653177644,6-25-inch-440-stainless-steel-mini-clip-point-fixed-blade-pocket-knife-2-colors,Survival/Camping,"6.25 Inch 440 Stainless Steel Mini Clip Point Fixed Blade Pocket Knife (2 Colors)","6.25-Inch Mini Clip Point Pocket Knife | ASR Outdoor",52
9883932754220,portable-telescoping-collapsible-stool-with-carry-handle-outdoor-camping-gear-black-17-75-inch-fully-extended,Survival/Camping,"Portable Telescoping Collapsible Stool with Carry Handle Outdoor Camping Gear, Black (17.75 Inch Fully Extended)","Portable Telescoping Collapsible Camping Stool | ASR Outdoor",60
9892036575532,stainless-steel-coffee-mug-with-collapsible-handles-camping-essentials-2-sizes,Survival/Camping,"Stainless Steel Coffee Mug with Collapsible Handles Camping Essentials (2 Sizes)","Stainless Steel Camping Mug, Folding Handles | ASR Outdoor",58
9892051288364,11-75oz-stainless-steel-and-enamel-coffee-mug-camping-essentials-classic-speckled-blue,Survival/Camping,"11.75oz Stainless Steel and Enamel Coffee Mug Camping Essentials, Classic Speckled Blue","11.75oz Enamel Camping Coffee Mug, Speckled | ASR Outdoor",57
9892955554092,21l-everyday-carry-small-duffel-bag-for-travel-gym-outdoor-gear-black,Survival/Camping,"16 Inch Everyday Carry Travel Tool or Duffel Bag, Black","16-Inch Everyday Carry Travel Duffel Bag | ASR Outdoor",54
9919285690668,asr-outdoor-collapsible-camping-lantern-cob-assorted-colors,Survival/Camping,"Collapsible Camping Lanterns (Black or Grey)","Collapsible LED Camping Lantern | ASR Outdoor",45
9930931896620,12-inch-stainless-steel-full-tang-gut-hook-hunting-knife-with-sheath,Survival/Camping,"12 Inch Full Tang Steel Axe Hatchet with Gut Hook Hex Holes Paracord Handle and Sheath, Black","12-Inch Full Tang Axe Hatchet with Gut Hook | ASR Outdoor",57
9978779468076,asr-outdoor-creekside-gold-panning-kit-with-drawstring-backpack-and-mini-classifiers-13pc,"Gold Panning","13pc Creekside Gold Panning Kit with Drawstring Backpack and Mini Classifiers","Creekside Gold Panning Kit with Backpack, 13pc | ASR Outdoor",60
9979838169388,7-inch-folding-tactical-pocket-knife-with-drop-point-440-stainless-steel-blade-black,Survival/Camping,"7 Inch Folding Tactical Pocket Knife with Drop Point 440 Stainless Steel Blade, Black","7-Inch Folding Tactical Pocket Knife | ASR Outdoor",50
9983056183596,asr-outdoor-200ft-high-visibility-trail-marking-ribbon-backpacking-safety-hiking-gear-in-assorted-colors,Survival/Camping,"200ft High Visibility Marking Ribbon, Flagging Tape Backpacking Safety Hiking Gear (Assorted Colors)","200ft High-Visibility Marking Ribbon, Flagging | ASR Outdoor",60
9994170827052,asr-outdoor-14pc-remote-adventure-30l-rucksack-gold-panning-kit-with-classifier-screens-black,"Gold Panning","14pc Remote Adventure 30L Rucksack Gold Panning Kit with Classifier Screens (3 Colors)","Rucksack Gold Panning Kit, Classifiers, 14pc | ASR Outdoor",58
10003820839212,17pc-gold-prospecting-equipment-essentials-field-kit-with-classifier-screens,"Gold Panning","16pc Gold Prospecting Equipment Essentials Field Kit with Classifier Screens","Gold Prospecting Field Kit, Classifiers, 16pc | ASR Outdoor",59
10006911058220,20pc-complete-gold-panning-kit-with-50-inch-folding-sluice-box-and-5-gallon-bucket-3-colors,"Gold Panning","20pc Complete Gold Panning Kit with 50 Inch Folding Sluice Box and 5 Gallon Bucket (3 Colors)","Gold Panning Kit, Sluice & Bucket, 20pc | ASR Outdoor",53
10006929572140,asr-outdoor-clear-pocket-portable-travel-gold-panning-kit-for-prospecting-11pc,"Gold Panning","10pc Fine Gold Recovery Pocket Prospecting Kit in Clear Waterproof Container","Fine Gold Recovery Pocket Kit, 10pc | ASR Outdoor",49
10013731029292,550-paracord-shoelaces-for-hiking-boots-and-shoes-1-pair,Survival/Camping,"PARALACE 550 Paracord Shoelaces for Hiking Boots and Shoes, 1 Pair (4 Colors) (5 Lengths)","550 Paracord Shoelaces for Hiking Boots | ASR Outdoor",53
10016120537388,universal-fit-black-survival-550-paracord-belt-with-stainless-steel-buckle-52-inch,Survival/Camping,"Universal Fit Survival 550 Paracord Belt with Stainless Steel Buckle, 52 inch","550 Paracord Survival Belt, Steel Buckle | ASR Outdoor",54
10017172390188,full-magnesium-body-fire-starter-with-striker-survival-gear,Survival/Camping,"Full Magnesium Body Fire Starter Survival Tool with Striker","Magnesium Fire Starter Survival Tool, Striker | ASR Outdoor",59
10027574034732,14-inch-metal-detecting-tool-sand-scoop-with-coin-probe-3-colors,"Metal Detecting","14 Inch Metal Detecting Sand Scoop with Coin Probe (3 Colors)","14-Inch Metal Detecting Sand Scoop, Coin Probe | ASR Outdoor",60
10038582280492,orange-heavy-duty-abs-plastic-tent-stakes-ground-anchor-camping-essentials,Survival/Camping,"Orange Heavy Duty ABS Plastic Tent Stakes Ground Anchor Camping Essentials","Heavy-Duty ABS Plastic Tent Stakes, Anchors | ASR Outdoor",57
10049578107180,serrated-digger-beach-combing-metal-detector-accessories-backpack-kit-22-piece,"Metal Detecting","Serrated Digger Beach Combing Metal Detector Accessories Backpack Kit, 22 Piece","Beach Combing Metal Detector Kit, Digger, 22pc | ASR Outdoor",60
10049578959148,20pc-beach-combing-metal-detector-gold-panning-kit-with-serrated-digger,"Metal Detecting","20pc Beach Combing Metal Detector Gold Panning Kit with Serrated Digger","Beach Combing Metal Detector Kit, 20pc | ASR Outdoor",52
10068970799404,stainless-steel-funnel-1-1-2-dia-with-3-8-spout,Survival/Camping,"304 Stainless Steel Flask Funnel Camping Gear (1-1/2 Inch Diameter with 3/8 Inch Spout)","304 Stainless Steel Flask Funnel for Camping | ASR Outdoor",58
10068971356460,12-piece-display-5-4-in-1-rechargeable-emergency-dynamo-am-fm-radio-flashlight-power-bank-emergency-siren,Survival/Camping,"4 in 1 Hand Crank Emergency AM/FM Weather Radio, Flashlight, Power Bank, Alarm Siren for Camping Gear and Survival Kits","4-in-1 Hand Crank Emergency Weather Radio | ASR Outdoor",55
10068972994860,stainless-steel-hip-flask-6-oz-capacity-screw-cap-for-camping-hiking,Survival/Camping,"6oz Brushed 201 Stainless Steel and Chrome Screw Top Portable Pocket Flask","6oz Stainless Steel Pocket Flask, Screw Top | ASR Outdoor",57
10069016609068,chrome-stainless-steel-premium-portable-hip-flask-8oz,Survival/Camping,"8oz Brushed 201 Stainless Steel and Chrome Screw Top Portable Pocket Flask","8oz Stainless Steel Pocket Flask, Screw Top | ASR Outdoor",57
10069742944556,asr-outdoor-3-inch-locking-aluminum-carabiner-clip-edc-camping-hiking-gear-assorted-colors,Survival/Camping,"3 Inch Locking Aluminum Carabiner Clip EDC Camping Hiking Gear (Assorted Colors)","3-Inch Locking Aluminum Carabiner Clip | ASR Outdoor",52
10069756018988,5lb-navy-blue-wool-blanket-camping-survival-gear-64-x-84-inches,Survival/Camping,"5lb Navy Blue Wool Blanket Camping Survival Gear, 64 x 84 Inches (70% Wool, 30% Synthetic)","5lb Wool Camping Blanket, 64x84-Inch | ASR Outdoor",50
10069811331372,2pc-stainless-steel-flask-and-funnel-set-for-hiking-camping-outdoor-gear-2-sizes,Survival/Camping,"2pc Stainless Steel Flask and Funnel Set for Hiking Camping Outdoor Gear GIft Set (2 Sizes)","Stainless Steel Flask & Funnel Gift Set, 2pc | ASR Outdoor",58
10095730983212,compact-50-lumens-mini-zipper-light-with-keychain-camping-hiking-edc-survival-gear,Survival/Camping,"Compact 50 Lumens Mini Zipper Light with Keychain, Camping Hiking EDC Survival Gear","50-Lumen Mini Zipper Light with Keychain | ASR Outdoor",54
10099746996524,13-inch-wildlife-collectors-hunting-knife-with-decorative-scabbard-sleeve-and-animal-head-many-styles,Survival/Camping,"Wildlife Collectors Hunting Knife with Decorative Scabbard, Sleeve and Animal Head (15 Styles)","Wildlife Collector Hunting Knife with Scabbard | ASR Outdoor",60
10099787170092,back-lock-folding-american-eagle-pocket-knife-8-inch,Survival/Camping,"8 Inch American Back Lock Folding Pocket Knife (2 Styles)","8-Inch Back Lock Folding Pocket Knife | ASR Outdoor",51
10099832357164,wildlife-knife-collection-animal-head-fixed-blade-hunting-knife,Survival/Camping,"Wild Icons Collector Fixed Blade Hunting Knife Series with Animal Head and Sheath (4 Styles)","Wild Icons Collector Fixed Blade Hunting Knife | ASR Outdoor",60
10099850772780,non-metallic-covert-zirconia-ceramic-razor-blade-wear-resistant-and-non-dulling,Survival/Camping,"Non-Metallic Zirconia Ceramic Mini Survival Razor Blade, Wear-Resistant and Non-Dulling","Zirconia Ceramic Mini Survival Razor Blade | ASR Outdoor",56
10099858768172,mini-folding-ceramic-razor-blade-survival-tool,Survival/Camping,"Mini Folding Ceramic Razor Blade Survival Tool EDC Gear","Mini Folding Ceramic Razor Blade EDC Tool | ASR Outdoor",55
10100504035628,mini-edc-small-pocket-knife-multitool-3-colors,Survival/Camping,"Mini Logo EDC Small Pocket Knife Multitool (4 Colors)","Mini Logo EDC Pocket Knife Multitool | ASR Outdoor",50
10101810626860,6pk-aluminum-carabiner-spring-clip-with-keychain-many-sizes-colors,Survival/Camping,"6pk Large Aluminum Carabiner Spring Clip with Keychain (3.25 Inches, Assorted Colors)","Large Aluminum Carabiner Spring Clip, 6pk | ASR Outdoor",55
10157710999852,kids-high-res-optics-compact-binoculars-outdoor-travel-gift-with-lanyard-blue,Survival/Camping,"Kids 8X High-Res Optics Compact Binoculars Outdoor Travel Gift with Lanyard, Blue","Kids 8x Compact Binoculars with Lanyard | ASR Outdoor",53
10158773862700,first-aid-kit-in-plastic-waterproof-case-emergency-supplies-survival-gear-50pc,Survival/Camping,"First Aid Kit in Plastic Waterproof Case Survival Gear Emergency Preparedness Item, 50pc","First Aid Kit in Waterproof Case, 50pc | ASR Outdoor",52
10165489860908,10-inch-triple-riffle-gold-pan-gold-prospecting-equipment-green,"Gold Panning","10 Inch Triple Riffle Gold Pan Gold Prospecting Equipment, Green","10-Inch Triple Riffle Gold Pan | ASR Outdoor",44
10165513879852,10-inch-bottom-dual-riffle-gold-pan-gold-prospecting-equipment-green,"Gold Panning","10 Inch Bottom Dual Riffle Gold Pan Gold Prospecting Equipment, Green","10-Inch Bottom Dual Riffle Gold Pan | ASR Outdoor",49
10169362415916,dual-grit-knife-blade-sharpening-stone-2-sizes,Survival/Camping,"Dual Grit Knife Blade Sharpening Stones, 120/240 (2 Sizes)","Dual Grit Knife Sharpening Stone, 120/240 | ASR Outdoor",55
10246630015276,weather-resistant-nylon-rock-hounding-equipment-tool-bag-with-shoulder-strap-18-x-8-5-x-11-inches,"Rock Hounding","Weather Resistant Nylon Rock Hounding Equipment Tool Bag with Shoulder Strap (18 x 8.5 x 11 inches)","Nylon Rock Hounding Tool Bag, Shoulder Strap | ASR Outdoor",58
10246633947436,4pc-aluminum-eye-loupe-set-2-5x-5x-7-5x-10x,"Rock Hounding","4pc Premium Quality Aluminum Eye Loupe Set for Rock Hounding Geology Gold Prospecting (2.5X 5X 7.5X 10X)","Aluminum Eye Loupe Set for Rock Hounding, 4pc | ASR Outdoor",59
10246636929324,20pc-complete-aluminum-storage-container-set-for-rock-hounding-gemstones-gold-prospecting-geology-1-inch-diameter,"Rock Hounding","20pc Complete Aluminum Storage Container Set for Rock Hounding Gold Prospecting Gemstones Geology","Aluminum Storage Container Set, Rock Hounding | ASR Outdoor",59
10246948356396,3000-lumen-5-stage-rechargeable-flashlight-with-adjustable-beam-and-sos-mode-7-5-inches,Survival/Camping,"3000 Lumen 5-Stage Rechargeable Flashlight with Adjustable Beam and SOS Mode Camping Gear, 7.5 Inches","3000-Lumen Rechargeable Flashlight, SOS Mode | ASR Outdoor",58
10246952878380,2000-lumen-5-stage-rechargeable-flashlight-with-adjustable-beam-and-sos-mode-7-5-inches,Survival/Camping,"2000 Lumen 5-Stage Rechargeable Flashlight with Adjustable Beam and SOS Mode Camping Gear, 7.5 Inches","2000-Lumen Rechargeable Flashlight, SOS Mode | ASR Outdoor",58
10246957728044,mini-stick-on-led-lights-6-pack-battery-operated-puck-lights-with-magnet-and-adhesive-for-camping-gear-rv-tool-boxes,Survival/Camping,"Mini Stick On LED Lights 6 Pack Battery Operated Puck Lights with Magnet and Adhesive for Camping Gear RV Tool Boxes","Mini Stick-On LED Puck Lights, 6-Pack | ASR Outdoor",51
10251979817260,waterproof-adventure-writing-journal-smudgeproof-personal-notebook,Survival/Camping,"Waterproof Pocket Notebook All Weather Field Notes Journal (50 Sheets with Pencil)","Waterproof Pocket Notebook, 50 Sheets | ASR Outdoor",51
10251985387820,stainless-steel-emergency-signaling-mirror-camping-hiking-emergency-tool,Survival/Camping,"Stainless Steel Signaling Mirror – Emergency Survival Mirror for Hiking, Camping & Outdoor Safety","Stainless Steel Emergency Signaling Mirror | ASR Outdoor",56
10251991187756,waterproof-emergency-rain-poncho-lightweight-camping-hiking-rain-protection-clear-1pk,Survival/Camping,"Waterproof Emergency Rain Poncho Lightweight Camping & Hiking Rain Protection (Clear, 1pk)","Waterproof Emergency Rain Poncho, Lightweight | ASR Outdoor",59
10252002165036,2-person-emergency-survival-shelter-lightweight-reflective-waterproof-tent,Survival/Camping,"2 Person Emergency Survival Shelter Lightweight Reflective Waterproof Tent","2-Person Emergency Survival Shelter Tent | ASR Outdoor",54
10252005343532,reusable-thermal-mylar-emergency-blanket-sleeping-bag-bivvy-sack-40um-thickness,Survival/Camping,"Reusable Thermal Mylar Emergency Blanket Sleeping Bag Bivvy Sack 40um Thickness","Thermal Mylar Emergency Bivvy Sleeping Bag | ASR Outdoor",56
10253890748716,collapsible-water-container-5-gallon-portable-camping-emergency-water-storage,Survival/Camping,"5 Gallon Collapsible Water Container Portable Camping & Emergency Water Storage","5-Gallon Collapsible Water Container | ASR Outdoor",50
10253903167788,natural-citronella-mosquito-repellent-bracelet-wrist-band-4-colors,Survival/Camping,"Natural Citronella Mosquito Repellent Bracelet Wrist Band (4 Colors)","Natural Citronella Mosquito Repellent Bracelet | ASR Outdoor",60
10253919387948,19l-griptape-backpack-dual-zip-two-tone-navy-od-green-travel-bag,Survival/Camping,"19L Everyday Front Griptape Backpack with Padded Shoulder Straps, Green/Blue","19L Everyday Backpack, Padded Shoulder Straps | ASR Outdoor",59
10264366874924,1pc-stainless-steel-gold-prospecting-carabiner-keychain-lightweight-durable-edc-key-holder-with-split-ring-2-styles,"Gold Panning","1pc Stainless Steel Gold Prospecting Carabiner Keychain, Lightweight Durable EDC Key Holder with Split Ring (2 Styles)","Gold Prospecting Carabiner Keychain | ASR Outdoor",49
10314358030636,mosquito-net-with-mounting-kit-travel-camping-essentials-outdoor-canopy-94-5-inches,Survival/Camping,"Mosquito Net with Mounting Kit Travel Camping Essentials Outdoor Canopy, 94.5 Inches","Mosquito Net with Mounting Kit for Camping | ASR Outdoor",56
10340913053996,5pc-metal-detecting-tools-kit-with-drawstring-bag-3-colors,"Metal Detecting","5pc Metal Detecting Tools Kit with Drawstring Backpack (3 Colors)","Metal Detecting Tools Kit with Backpack, 5pc | ASR Outdoor",58
