account,item_id,sku,title,status,match_pct,mobile_words,visible_words,mobile_words_missing_from_visible,mobile_text,visible_text
dows,127389838943,,Disney Mickey Mouse Kids Colored Pencils Art and School Supplies Set 8 Pack,OK,100.0,36,94,,"Officially Licensed Disney Mickey Mouse Kids Colored Pencils School Supplies Set This set of 8 colored pencils feature Mickey Mouse and the Roadster Racers. Kids will love drawing, coloring, writing and creating with their favorite Disney Mouse - Mickey! All pencils included are safe for kids ages 3","Deals Only Our Store About Us Contact Us Product Details MPN: DMMCP8PC UPC: 724328980584 Features: OFFICIALLY LICENSED - Disney Mickey Mouse Themed Colored Pencils Set - 8 Pieces CUTE DESIGN - Pencils Feature Mickey and the Roadster Racers DIFFERENT COLORS - Each Pencil Has a Different Color (Red, O"
dows,126396166504,,ASR Outdoor Gold Panning Backpack Kit Collapsible Bucket Prospecting Tools 13pc,OK,100.0,96,225,,"The ASR Outdoor 13pc Deluxe Gold Panning Kit comes with everything you’ll need to pan for gold – a sifting classifier, gold pans, a sand scoop, a mini sluice box, glass vials, snifter bottles, and a magnetic pickup tool. All of the items fit neatly inside of a 30-liter capacity canvas backpack (colo","Deals Only Our Store About Us Contact Us Product Details MPN: ASROGPKIT13 UPC: 810058486219 Features: 13PC GOLD PROSPECTING KIT – The ASR Outdoor 13pc Deluxe Gold Panning Kit comes with everything you’ll need to pan for gold – a sifting classifier, gold pans, a sand scoop, a mini sluice box, glass v"
dows,235441319364,,100pc Self Locking Plastic Bags 2mm Thick All Purpose Storage Baggies,OK,100.0,72,109,,"Keep small objects safe and organized with the 100pk 3"" x 3"" Plastic Bag Set! The 100pk of 3"" x 3"" Plastic Bags is a great addition to any home, office, garage or workshop. Each set comes with 100 individual clear plastic bags. Each bag is self locking with a single zipper, so they can be used over ",Deals Only Our Store About Us Contact Us Product Details MPN: 3X3ZB-301 UPC: 685836391708 Features: 100 All Purpose Baggies Bag Thickness: 2mm Material: Clear Plastic Self Locking w/ Single Zipper Reusable/Recloseable 100pc Self Locking Plastic Bags 2mm Thick All Purpose Storage Baggies MSRP 19.99 K
dows,365879950573,,2pk Precision Non-Magnetic Tweezer Stainless Steel Hobby Repair Gold - 5 inch,OK,100.0,67,109,,"Non-magnetic tweezers are perfect for gold panning, electronics repair, watch repair, craft projects and science experiments. Since these are made of stainless steel, rust and corrosion won't be a problem. 5"" tweezers will easily reach into inconvenient, cramped spaces. The sharp tip allows for prec","Deals Only Our Store About Us Contact Us Product Details MPN: BB0004 UPC: 706569907018 Features: Length: 5"" Material: Stainless Steel Non-magnetic Ensure Clean Looking Facial Hair and Shaping Perfect for Unshaped Eyebrows and Cosmetic Use 2pk ASR Outdoor Gold Panning Precision Non-Magnetic Stainless"
dows,236345031488,,ASR Outdoor Sand Sifting Beach Combing Kids Metal Detector Accessory - 4 Colors,OK,100.0,85,184,,"The ASR Outdoor sifting sieves are great starter sifting tools for kids and beginners who are just getting started with metal detecting and beachcombing. It comes in 4 different vibrant colors (sold separately) - blue, green, yellow, or red. These sifting pans are designed to easily sift materials o","Deals Only Our Store About Us Contact Us Product Details MPN: ASRSSFTYLW1 UPC: 810058485939 Features: 8.5” DIAMETER SIFTING SIEVE - The ASR Outdoor sand sifting classifying screen is a beach-combing essential. These sifting pans are designed to easily sift sand dollars and beach glass out of sand, s"
dows,127389857817,,ASR Outdoor 5-in-1 Mini EDC Small Pocket Knife Multi Tool - LOGO Red,OK,100.0,83,168,,"Featuring a nail file and nail cleaner, knife blade, scissors and keyring, this ASR Outdoor mini pocket knife is ready for adventure! Great for camping, to carry as an EDC multitool, to include with a bug out bag, survival gear or an emergency preparedness kit, this little pocket knife does it all. ","Deals Only Our Store About Us Contact Us Product Details MPN: ASR)-Red UPC: 810131703950 Features: 5 in 1 SMALL EDC POCKET KNIFE: Featuring a tweezer, toothpick nail file, knife blade, scissors and keyring, this ASR Outdoor mini pocket knife is ready for adventure; great for camping and every day ca"
dows,236345069147,,High Speed Steel Drill Bits 1/16 Inch Shank 10pc 50,OK,100.0,59,89,,The 10pc #50 Drill Bits Set is a great addition to any home improvement tool collection. These drills are constructed of high speed steel and have a shank size of 1/16 inch. Each set comes with 10 #50 drill bits inside of a small plastic case for easy storage while not in use. Make sure to grab some,Deals Only Our Store About Us Contact Us Product Details MPN: 50SDB-1-912 UPC: 687217272675 Features: 10pc Set High Speed Steel #50 Drills Small Plastic Container for Easy Storage Size Shank: 1/16 inch | .16 cm High Speed Steel Drill Bits 1/16 Inch Shank 10pc 50 MSRP 9.99 The 10pc #50 Drill Bits Set
dows,236345137237,,(3 Pack) ASR Outdoor Emergency Glow Stick BOB High Visibility Safety Light,OK,100.0,62,112,,"This is the ideal light set for emergency use as well as camping and hiking in the wilderness! Whether you need to be seen or you need to find your way back, these luminescent glow sticks can be stored for up to 3 years. These are very popular around Halloween but should be in the home at all times,",Deals Only Our Store About Us Contact Us Product Details MPN: ASROFGGL UPC: 135096586081 Features: Compact and lightweight to easily fit in any emergency kit Glows for up to 12 hours! Easy to use! Just snap-n-shake for instant light! 6 inches long (3 Pack) ASR Outdoor Emergency Glow Stick BOB High V
dows,127389838935,,15pc Mini Drill Bit .3mm to 1mm Set,OK,100.0,47,81,,"This 15pc mini drill bit set is the perfect precision tool set. These small bits are great for intricate wood, metal, or leather working that requires small holes, or detailed work. This set comes with sizes .3, .35, .4, .45, .5, .55, .6, .65, .7, .75, .8, .85, .9, .95, and 1mm.","Deals Only Our Store About Us Contact Us Product Details MPN: 15MDBS UPC: 791884262034 Features: 15 mini drill bits Great for precision work Works with wood, metal, leather, and more Universal Hobby 15pc Mini Precision Drill Bit .3mm to 1mm Set MSRP 13.99 This 15pc mini drill bit set is the perfect "
dows,236345160667,,ASR Outdoor Camping Pocket Knife Spring Assisted Serrated Tanto Blade Orange,OK,100.0,91,137,,"Be prepared for an emergency situation with the ASR Outdoor EMS Emblem Pocket Knife! This serrated tanto blade features a belt clip, seat belt cutter and window breaker so you can escape a vehicle in case of an accident. It unfolds to about 8.375"" in length, and folds to just 5"" making it the ideal ","Deals Only Our Store About Us Contact Us Product Details MPN: ASROEMSPKORG UPC: 060886893523 Features: EMERGENCY TOOL - Features Seat Belt Cutter & Glass Breaker Window Punch - Must Have for All Drivers POCKET SIZED - 8.375"" Overall | 4.875"" Handle with EMS Emblem | 3.2"" Serrated Tanto Blade DURABLE"
dows,236345031403,,ASR Outdoor Double Sided Gun Cleaning Brushes Nylon Bristles 10 Piece Set,OK,100.0,84,182,,"Every responsible firearm owner knows the importance of keeping your weapons clean. With the ASR Outdoor 10 Piece Gun Cleaning Brush Set, you can ensure that your firearms are clean, polished, rust-free and dependable. This set comes with 10 brushes, all featuring nylon bristles. Nylon is a safe and","Deals Only Our Store About Us Contact Us Product Details MPN: ASRO1NYLGCLS UPC: 855569007003 Features: NYLON BRISTLES - Nylon is a Safe and Effective Material for Cleaning Firearms and Other Machined Parts DOUBLE-ENDED TOOLS - Each Brush Comes with One Large Brush Head (1.5"") and One Small Brush Hea"
dows,236345137225,,TychoTyke Construction and Rescue Tools Truck with Light and Sound Red,OK,100.0,91,198,,"Don't let your house get cluttered with cars, trucks and other children toys all over the place. This fantastic carrier is neatly designed with holder snap-close lids on both sides of the truck to display the tools and other toys neatly. It has space for additional toy cars inside the truck. Big car","Deals Only Our Store About Us Contact Us Product Details MPN: CRTR UPC: 060886316534 Features: TRANSPORT TRUCK - Construction and Rescue Tools Truck with Light and Sound Red EASY TO CARRY - The Carrying Handle On Top Makes It Easy To Take Along, Around, Around the House or When You Are On The Go. De"
dows,236345137201,,Universal Tool Antique Grandfather Brass Clock Key 4 Prongs - Even Numbers,OK,100.0,63,96,,Do you need a sturdy and reliable replacement for your lost or misplaced clock key? The Universal Tool 4 Way Clock Key allows for the replacement or back up of original clock keys that are often lost over time. This clock key can be used to wind grandfather clocks and other antique clocks so you can,"Deals Only Our Store About Us Contact Us Product Details MPN: ATGFCKEVN UPC: 060886309826 Features: 4 Way Brass Clock Winding Key Even Number Sizes: 4, 6, 8, 10 Durable Brass Material Lasts a Lifetime Made in India Universal Tool Antique Grandfather Brass Clock Key 4 Prongs - Even Numbers MSRP 10.99"
dows,236344962451,,7pc Spatula Wax Carver Ceramic Pottery Double Ended Tool Set,OK,100.0,75,107,,"Precision work is made easy with the 4pc Spatula Wax Carver Set! The 4pc Spatual Wax Carver Set is a great addition to any hobby or craft tool collection. This set comes with 4 double-ended tools, constructed in India of stainless steel. At just 6.25"" in length, these tools are the perfect size for ","Deals Only Our Store About Us Contact Us Product Details MPN: 4PWCSS UPC: 060886733843 Features: Double Ended Spatula & Wax Carving Tools Material: Stainless Steel Manufactured in India Length: 6.25"" Great for Hobby & Craft Precision Projects 4pc Spatula Wax Carver Ceramic Pottery Double Ended Tool "
dows,127389838930,,"Clip Point Emergency Folding Pocket Knife 5"" American Legacy Graphic",OK,100.0,79,125,,Be prepared for any situation with the ASR Outdoor Clip Point Pocket Knife! This pocket knife features a spring assisted clip blade constructed of durable 440 stainless steel. The blade itself is 3mm thick so it can be trusted for heavy duty use. The handle has a comfortable ergonomic grip to preven,"Deals Only Our Store About Us Contact Us Product Details MPN: ASROPK5INBALEAG UPC: 060886583509 Features: DURABLE 440 Stainless Steel Construction - Will Not Rust CLIP POINT Pocket Knife Sturdy & Sharp Blade - 5"" | 8.75"" Overall Length BALD EAGLE Design Handle with Pocket Clip for Easy Storage When "
dows,127389878218,,Instant Fire Starter Outdoor Survival Magnesium Compact Striking Stick,OK,100.0,35,215,,"The ASR Outdoor Emergency Match Lighter Fire Stick Starter Survival Tool Keychain with Compass is an essential survival tool and everyday carry item to keep in your skiing backpack, bug out bag, emergency preparedness kit, camping gear or survival bag","Deals Only Our Store About Us Contact Us Product Details MPN: IF213-800 UPC: 841862716322 Features: FIRE STARTER SURVIVAL TOOL: Pack this match style fire stick starter tool with the rest of your camping, hiking or survival gear to easily start a fire anywhere anytime; and as a bonus, a built in com"
dows,127389838866,,"GEAR AID 2-Pack Tenacious Tape Mesh Patches for Tent and Bug Screen Repair, 3""",OK,100.0,52,116,,"Quickly repair a torn tent or bug screen with Tenacious Tape Mesh Patches. With two, round 3"" Tenacious Tape Mesh Patches enclosed, easily cover up any small hole or tear at home or at the campsite. Safe for use on bug netting, mesh, no-see-um, and even RV screens or outdoor sunshade. Simply peel-an","Deals Only Our Store About Us Contact Us Product Details MPN: 10665 UPC: Features: Repair rips and tears on tent or bug screens, mosquito netting and no-see-ums instantly; no heat required Peel-and-stick the 3” round, mesh patches by removing the backing and applying pressure; adheres to all types o"
dows,236345069173,,ASR Outdoor 3 in 1 Hiking Camping Survival Multi Tool Fire Starter Pocket Knife,OK,100.0,82,210,,"The ASR Outdoor 3-in-1, portable 10 inch steel pocket knife is a multipurpose survival knife that also comes with a built-in robust fire starter and emergency whistle to offer you protection when camping, hiking or planning your next adventure into the great outdoors. Compact, sharp and durable, you","Deals Only Our Store About Us Contact Us Product Details MPN: NPTPKFSBLK1 UPC: 810058482037 Features: 3 in 1 SURVIVAL KNIFE: This ASR Outdoor pocket knife is an essential tool to any survival kit; with this knife, you’ll be able to cut rope, gut fish, defend yourself, start a fire, attract attention"
dows,127389932571,,Disney Pixar Incredibles 2 Personalized Pencils Hero Super Star Awesome 6 Pack,OK,100.0,79,132,,"Everyone's favorite family of superheroes is back in, Incredibles 2, but this time Helen is the one in the spotlight, leaving Bob at home with Violet, Dash, and Jack-Jack to navigate the day-to-day heroics of normal life. You can bring your heroes to school with you by using these pencils. Each Colo","Deals Only Our Store About Us Contact Us Product Details MPN: SDF9VD-2PIC2 UPC: 060886350385 Features: CHARACTERS Edna Mode, Violet, Dash, Elastigirl, Mr. Incredible, Frozone MOTIVATIONAL Awesome, Super Star, Hero STUFFERS Great for Back to school, Party favors, stocking stuffer, swag bag, conferenc"
dows,126006383264,,ASR Outdoor Compact Magnetic Prospector Pick for Gold Panning Dredging,OK,100.0,95,231,,"Whether gold panning, treasuring hunting, camping or even gardening, sometimes a shovel or trowel just isn’t enough to get the job done. Insert the ASR Outdoor Stainless Steel Magnetic Dual Head Pickaxe is ideal for breaking, prying and digging hard-pan soil and other materials. This specific mattoc","Deals Only Our Store About Us Contact Us Product Details MPN: CMPP UPC: 060886103448 Features: GOLD MINING PICKAXE - Overall length: 18.75”; Collapsed length: 10” MAGNETIC PICK AXE HEAD - Embedded in the head and handle of this gold prospecting tool is two, strong 15lbs that will pick up iron target"
dows,127389768403,,ASR Outdoor Hiking Companion Whistles Emergency Survival Tools 105 dB Rating,OK,100.0,64,105,,"Keep yourself safe using the buddy system out in the wilderness with the ASR Outdoor Companion Whistle Set! This set of 2 whistles come in a pair so that you and your buddy can make sure you're within ear's reach. The whistles have a 105 decible rating, so they can be heard with a single blow. They ","Deals Only Our Store About Us Contact Us Product Details MPN: 2PCCWS UPC: 060886640820 Features: ASR Outdoor Companion Whistle Set - 1 Pair for Wilderness Safety 105 dB Rating - Can Be Heard with Single Blow Durable Plastic Body with 16"" Lanyard Dimensions: 2"" x 1.25"" Color: Bright Orange ASR Outdoo"
dows,236345137156,,(4 Pack) ASR Outdoor Clear Emergency Waterproof Poncho Set (3 Colors),OK,100.0,92,206,,"Depending on where you live, chances are that you've found yourself caught in an unexpected rainstorm without a proper jacket or umbrella at least once. In order to avoid this unfortunate circumstance, we suggest keeping a poncho in your car, truck, backpack, purse or travel bag - just in case! The ","Deals Only Our Store About Us Contact Us Product Details MPN: 4PKCLP UPC: 771106830869 Features: DURABLE AND LIGHTWEIGHT CONSTRUCTION - ASR Outdoor Poncho Made of Water Resistance Polyethylene Material | Protect Yourself, Clothes and Hair from the Rain ATTACHED HOOD AND SLEEVES - Poncho Comes with I"
dows,126481444509,,ASR Outdoor Gold Rush Gold Prospecting Pan Kit with Glass Vials Pocket Scale 7pc,OK,100.0,77,224,,"The ASR Outdoor compact gold prospecting bundle comes with 7 essential tools for identifying, collecting, and evaluating gold flakes and precious metals while panning for valuable materials - glass collection vials, a gold sifting pan, a pocket scale, and polyethylene pipette droppers. This gold pan","Deals Only Our Store About Us Contact Us Product Details MPN: ASROPGPS7PC UPC: 060886400387 Features: ESSENTIAL GOLD PROSPECTING TOOLS - The ASR Outdoor gold panning kit comes with 7 essential tools for locating, collecting, and evaluating gems and minerals while panning for gold - a gold pan, glass"
dows,364852422084,,"ASR Outdoor 12"" Inch Green Dual Riffle Gold Panning Pan for Mining Prospecting",OK,100.0,85,189,,Trap gold while gold prospecting with the ASR Outdoor Dual Riffle Gold Pan for Gold Prospecting Gravity Trap. This lightweight but super tough pan is a top quality gold-getter and will hold up to years of gold prospecting! Featuring two riffle types cut into the sidewalls of the pan helping to catch,"Deals Only Our Store About Us Contact Us Product Details MPN: ASRGP-12GR UPC: 644161380269 Features: DUAL RIFFLE GOLD PAN - Gold Pan incorporates both deep and shallow riffle side wall, allowing better separation of gold from other heavy minerals HIGH QUALITY FABRICATION - Molded from one piece high"
dows,127389946578,,Gear Aid ReviveX Spray On Waterproofing Footware Protection Outdoor Rec - 4 oz,OK,100.0,38,108,,"Get prepared for the unpredictable spring weather by waterproofing your footwear and gloves. This protectant works with nubuck, suede, fabric and leather materials; Revivex will not soften your leather! Note: these leather materials must be using GORE-TEX fabric, eVEnt, and other waterproof-breathab","Deals Only Our Store About Us Contact Us Product Details MPN: 36296 UPC: 021563362695 Features: Suede Imported Reduce wear, protect shoes and boots from the elements and keep them looking good as new with this suede and fabric water repellent PFAS-free with zero fluorocarbons, this formula is ideal "
dows,364839720860,,"ToolTreaux 2 in 1 Reversible Ratchet Torque Wrench with Rubber Handle, Black",OK,100.0,79,204,,"Increase your efficiency and agility on the job with ToolTreaux’s 2 in 1 Reversible Ratchet Torque Wrench. Measuring 4.5 inches in length, this lightweight reversible ratchet wrench creates exceptional torque, so you can work faster and tackle adjustments, even in small, hard to reach quarters. Desi","Deals Only Our Store About Us Contact Us Product Details MPN: BJWDET5S UPC: 810131703530 Features: 2 in 1 REVERSIBLE RACHET TOOL: Create exceptional torque with ToolTreaux’s lightweight reversible rachet tool; measuring just 4.5 inches, the rachet wrench is ideal for awkward or hard to reach places;"
dows,127389932547,,ASR Outdoor Thumb Assisted Folding Knife Belt Clip Seat Belt Cutter Punch Silver,OK,100.0,72,100,,"Be prepared on the go with the ASR Outdoor 5"" Thumb Assisted Folding Knife! This knife features a 3.5"" blade, and extends to an overall length of 8.25"" when unfolded. Once folded, the knife with handle is just 5"" in length, making it easy to bring with you just about anywhere. The blade is construct","Deals Only Our Store About Us Contact Us Product Details MPN: ASRO5INFKSLV UPC: 060886002567 Features: ASR Outdoor Thumb Assisted Folding Knife - Silver 3.5"" Blade | 5"" Folded | 8.25"" Unfolded Window Punch on Handle Seat Belt Cutter & Belt Clip Material: 440 Stainless Steel ASR Outdoor Thumb Assiste"
dows,127389838912,,Productive Fitness Poster Series - Dumbbell Exercises (Upper & Core) Home Use,OK,100.0,69,103,,"Work out at home with the Productive Fitness Series Posters! Written and designed by experts, these posters are intended to help you learn proper exercise technique and form. Each is detailed with easy to follow step by step instructions, as well as descriptive color photos. Each poster is 24"" x 36""","Deals Only Our Store About Us Contact Us Product Details MPN: PFPDB-1-543 UPC: 747324526457 Features: Dimensions: 24"" x 36"" Dumbell Posters Available: Upper Body & Core Written & designed by fitness experts w/ descriptive and colorful photos Intended to Teach Proper Exercise Technique & Form Detaile"
dows,365879907959,,Universal Tool Pocket Keychain Diamond Knife and Grit Scissor Sharpener,OK,100.0,57,99,,"The Multi-Functional Knife Sharpener is an easy-to-use, compact sharpener for the tool or tackle box, as well as in the field. There are 3 positions on the unit made to quickly set and hone your blade edge; one large, one narrow, & one flat position. The tapered round diamond coated rods are ideal f","Deals Only Our Store About Us Contact Us Product Details MPN: PKSS-263 UPC: 700826128536 Features: 3pc Diamond Sticks (2-Medium Grit & 1-Fine Grit) Diamond Stick Length: 2"" Great for Sharpening Knives, Scissors, etc. Universal Tool Pocket Keychain Diamond Knife and Grit Scissor Sharpener MSRP 13.99 "
dows,365879935323,,35pc Wood Burning Pen Set Kit Wood Burning Soldering Chiseled Tips and Tweezers,OK,100.0,59,96,,"The 10pc Wood Burning Pen & Soldering Tips Set is a great addition to your wood working or soldering tool collection. This set comes with everything you'll need for your wood working projects: a wood burning pen, 6 assorted soldering tips, hot knife chuck for hot blade and a safety stand. It has 25 ","Deals Only Our Store About Us Contact Us Product Details MPN: 10pcPREM-LIFE-B UPC: 032281106607 Features: Universal Tool Wood Burning Pen & Assorted Tips Set - 10 Pieces 6 Soldering Tips Chuck for Hot Blade Safety Stand Great for Wood Working, Soldering, Metal Working, Hobby, Craft, Home Improvement"
dows,126469785044,,50pc Diamond Burr Bit Set for  Rotary Tool (Multiple Grit Sizes),OK,100.0,69,102,,"The 50pc Universal Diamond Burr Set is the ideal accessory for your Dremel or handheld rotary tool! Each set comes with 50 high quality diamond round ball heads in assorted sizes. These burrs can be used for medium material removal by carving, etching, grinding and sanding. Each burr features a 1/8""","Deals Only Our Store About Us Contact Us Product Details MPN: 50DBS-1-510 UPC: 788437930298 Features: 50pc Set High Quality Diamond Round Ball Heads (Assorted Sizes) Shank Size: 1/8"" Grit: 240 Comes In Sturdy Compact Case 50pc Diamond Burr Bit Set for Rotary Tool (Multiple Grit Sizes) MSRP 59.99 The"
dows,127677522292,,"ASR Outdoor Gold Panning Backpack Kit with Collapsible Bucket 13pc, Khaki",OK,100.0,96,227,,"The ASR Outdoor 13pc Deluxe Gold Panning Kit comes with everything you’ll need to pan for gold – a sifting classifier, gold pans, a sand scoop, a mini sluice box, glass vials, snifter bottles, and a magnetic pickup tool. All of the items fit neatly inside of a 30-liter capacity canvas backpack (colo","Deals Only Our Store About Us Contact Us Product Details MPN: ASROGPKIT13-KHK UPC: 810131706937 Features: 13PC GOLD PROSPECTING KIT – The ASR Outdoor 13pc Deluxe Gold Panning Kit comes with everything you’ll need to pan for gold – a sifting classifier, gold pans, a sand scoop, a mini sluice box, gla"
dows,127389878176,,"ToolTreaux 11 Pocket Heavy Duty Leather Tool Belt DIY, 36-50 Inch Waist Size",OK,100.0,74,209,,"Featuring top grain leather fabrication, easy waist belt adjustments and 11 pockets for primary and secondary tool storage, this leather tool belt is heavy duty, made to be used and can handle any job you throw its way! This heavy duty leather tool belt comes with x2 large front pockets (9.5 x 7.5 i","Deals Only Our Store About Us Contact Us Product Details MPN: 11TTLTB UPC: 810058483447 Features: 11 POCKET LEATHER TOOL BELT: This leather tool belt can handle any job! It features x4 large front pockets, x1 tape measure holder, x2 hammer holds and x6 smaller pockets, capable of carrying the majori"
dows,363556924795,,ASR Tactical 2 Pack Non-Metallic Ceramic Razor Blade Wear Resistant,OK,100.0,91,213,,"The ASR Tactical Non-Metallic Zirconia Ceramic Razor Blade was designed as a low profile, tactical knife that has been adopted for every day carry as it is easily carried without any added bulk. There have been many versions of this ceramic razor blade over time but this latest version, the ASRT-CRB","Deals Only Our Store About Us Contact Us Product Details MPN: ASRT-CRB-2PK UPC: 810058487704 Features: CERAMIC RAZOR BLADE: Totally non-metallic, made from Zirconia ceramic, a super hard material that is extremely wear-resistant and non dulling ENHANCED ESCAPE KNIFE: The fixed blade ceramic razor fe"
dows,127389768410,,Aluminum Dog Tag Military GI Blank Key Chain 1 Piece Set,OK,100.0,44,92,,"The Military GI Dog Tags feature the classic military style and come in an assortment of different colors, making them ideal for identification intentions. They are also attached to a strong key chain, so losing them is a less than likely occurrence. Made of strong aluminum, they can last you a life","Deals Only Our Store About Us Contact Us Product Details MPN: 122DT12-1 UPC: 706569550368 Features: Overall Size: 2"" x 1.25"" Key Chain Length: 3.25"" Material: Aluminum 6 Assorted Colors for Identifying Pets, Medications, etc. Blank; Engrave-able Aluminum Dog Tags Engraveable Blank Key Chains Militar"
dows,365879935315,,ASR Outdoor Carabiner and Awning Clamp Set Camping Essentials Tarp Clips 4pc Set,OK,100.0,86,163,,"The ASR Outdoor 4pc clamp and carabiner set prove to be a camping essential – the durable plastic clamps are great for tying down awnings and camping tarps, and the carabiners provide a convenient clip so you can hang the clamps when not in use. The tarp clamps are constructed of high-quality ABS pl","Deals Only Our Store About Us Contact Us Product Details MPN: 4PCACCSET UPC: 810058484888 Features: STRONG AND SECURE – The ASR Outdoor 4pc clamp and carabiner set proves to be a camping essential – the durable plastic clamps are great for tying down awnings and camping tarps, and the carabiners pro"
dows,364564395846,,ToolTreaux 3pc Fine Jewelry 18k Gold Testing Kit with Gold Testing Stone,OK,100.0,85,160,,"Easily test the karat content of gold with ToolTreaux’s 18k Gold Testing Kit with Gold Testing Stone! The kit includes two, 0.5oz bottles and one gold testing stone. The included testing solutions are potent, effective and will see you through hundreds of tests! Housed in small, sturdy, shatterproof","Deals Only Our Store About Us Contact Us Product Details MPN: TTX-GOLD-TEST-18K UPC: 810131705947 Features: 18K GOLD TESTING KIT: Easily test the karat content of gold with ToolTreaux’s 10k gold testing kit! The kit includes two, 0.5oz shatterproof plastic squeeze bottles and one gold testing stone;"
dows,125642527424,,"ASR Outdoor Green Gold Pan Gold Prospecting Beginners Kit, 5 Piece",OK,100.0,94,182,,"Take to your local river with the ASR Outdoor 5pc Beginner's Gold Panning Kit! This set comes with everything you'll need to pan for gold, examine and store gold flakes, gold flour or small gold nuggets, or other gems, fossils or precious metals found when gold panning. In the beginner gold panning ","Deals Only Our Store About Us Contact Us Product Details MPN: ASROBGPK-5PC UPC: 060886338185 Features: Size of Gold Pan - 10"" Diameter; Dual Riffle for Sifting Pay Dirt for Gold Nuggets 2 Dram Glass Vial: Large Glass Vial with Screw on Lid to Hold Recovered Gold Flake Magnifying Tweezer: Magnificati"
dows,364776659031,,ASR Outdoor Blue 14 Inch Gold Mining Pan for Gold Prospecting 2 Riffle Types,OK,100.0,85,189,,Trap gold while gold prospecting with the ASR Outdoor Dual Riffle Gold Pan for Gold Prospecting Gravity Trap. This lightweight but super tough pan is a top quality gold-getter and will hold up to years of gold prospecting! Featuring two riffle types cut into the sidewalls of the pan helping to catch,"Deals Only Our Store About Us Contact Us Product Details MPN: ASRGP-14BLU UPC: 683520342241 Features: DUAL RIFFLE GOLD PAN - Gold Pan incorporates both deep and shallow riffle side wall, allowing better separation of gold from other heavy minerals HIGH QUALITY FABRICATION - Molded from one piece hig"
dows,127389838946,,ASR Outdoor 15 Inch Metalworking Ceramic Crucible Tongs Melt Precious Metals,OK,100.0,62,106,,Melt your precious metals safely with the ASR Outdoor Crucible Tongs! These tongs screw to tighten the closed steel band around your crucible. The thumbscrew will allow you to secure your tongs to different sized melting dishes or pots. The steel shaft is mounted and secured by a steel pin in the wo,"Deals Only Our Store About Us Contact Us Product Details MPN: ASROCT15 UPC: 803745193125 Features: ASR Outdoor Crucible Tongs - 15"" Length Holder Diameter: 3.125"" Adjustable to Diameters of 3-1/8"" to 3-1/4"" Handle Material: Wood Weight: 6oz ASR Outdoor 15 Inch Metalworking Ceramic Crucible Tongs Mel"
dows,127389878209,,ASR Outdoor Blue 12 Inch Gold Mining Pan for Gold Prospecting 2 Riffle Types,OK,100.0,85,189,,Trap gold while gold prospecting with the ASR Outdoor Dual Riffle Gold Pan for Gold Prospecting Gravity Trap. This lightweight but super tough pan is a top quality gold-getter and will hold up to years of gold prospecting! Featuring two riffle types cut into the sidewalls of the pan helping to catch,"Deals Only Our Store About Us Contact Us Product Details MPN: ASRGP-12BL UPC: 807207010715 Features: DUAL RIFFLE GOLD PAN - Gold Pan incorporates both deep and shallow riffle side wall, allowing better separation of gold from other heavy minerals HIGH QUALITY FABRICATION - Molded from one piece high"
dows,127389768422,,ASR Outdoor Mini Plastic Key Chain Sized Emergency Flashlight w/ Lanyard Black,OK,100.0,74,131,,"Flashlights are an item that is always needed - that is why you have one on your cellphone. There is a problem with that though, THEY ARE TOO BIG! Many times when we need a light it's for a tiny dark space or crevice. That is why you need this flashlight - it's versatile and easily stored. You can s","Deals Only Our Store About Us Contact Us Product Details MPN: FLASHBLACK UPC: 060886021674 Features: Pocket Sized - Just 4"" In Length Easily Storable in Night Stand, Camping Gear or Bug Out Bag Lanyard to Attach to Belt Loop or Key Chain Power: 1 Watt/45 Lumen AAA Battery Required (Not Included) ASR"
dows,365879996410,,"5/32"" Chain Saw Diamond Sharpening Burr 1/8"" Shank ASR Outdoor",OK,100.0,78,107,,"Get your chainsaw blade, or any blade for that matter, in tip top shape with this 3/16"" File Chain Saw Blade Diamond Sharpening Burr Shank 120 Grit! This chain saw sharpening burr is just what the doctor ordered to sharpen your blade! Coated with diamond dust, this ensures that the blade will be sha","Deals Only Our Store About Us Contact Us Product Details MPN: FDS9826 UPC: 060886277187 Features: *5/32"" sharpening burr *Total length: 1 3/4"" *Shank diameter: 1/8"" *Grit: 120-150 *Diamond Coated 5/32"" Chain Saw Diamond Sharpening Burr 1/8"" Shank ASR Outdoor MSRP 14.99 Get your chainsaw blade, or an"
dows,126191730089,,ASR Outdoor 10pc Beginner Gold Panning Kit Gold Rush Prospecting Tools,OK,100.0,90,212,,"The ASR Outdoor 10 piece gold panning kit comes with everything you’ll need to get started on your gold prospecting adventure. The tools included are designed to help you identify, clean, and collect valuable gold flakes and minerals out in the field. Inside the kit, we’ve included a scoop digger wh","Deals Only Our Store About Us Contact Us Product Details MPN: ASROBLU10PCK UPC: 810058485014 Features: PROSPECTING GOLD PANNING EQUIPMENT - This 10 piece gold panning kit is a great beginner kit that includes tools designed to help you identify, clean, and collect valuable gold flakes and minerals f"
