priority,item_id,title,category_id,category_path,schema_aspects,present,missing_required,missing_recommended,missing_required_names,missing_recommended_names
14,365879935309,"Beille Plastic Kitchen Cutting Board Set Textured Non-slip Surface, Set of 2",46282,"Home & Garden|Kitchen, Dining & Bar|Kitchen Tools & Gadgets|Cutting Boards",28,14,0,14,,"Number of Items in Set; Pattern; Personalize; Item Diameter; Wood Tone; Style; Shape; Item Depth; Manufacturer Warranty; Theme; Unit Quantity; Unit Type; Making Method; Personalization Instructions"
14,365879950526,"Beille 4pc 100% Cotton Terry Classic Windowpane Dish Towels Set (2 Colors)",20664,"Home & Garden|Kitchen, Dining & Bar|Linens & Textiles|Towels & Dishcloths",24,10,0,14,,"Pattern; Theme; MPN; Character Family; Character; Personalize; Item Length; Item Width; Model; California Prop 65 Warning; Unit Quantity; Unit Type; Care Instructions; Personalization Instructions"
14,365879950540,"Kidplokio Giant Engines 1:32 Scale Semi Truck Construction Cargo Carrier Toy",180506,"Toys & Hobbies|Diecast & Toy Vehicles|Cars, Trucks & Vans|Contemporary Manufacture",22,8,0,14,,"Vehicle Make; Scale; Series; Vehicle Type; Character Family; Model; Features; Theme; Autographed; Age Level; MPN; Recommended Age Range; Customized; Vintage"
14,365879950543,"Marvel Avengers 16pc Cinch Bag Drawstring Backpacks Erasers Play Pack Gift Set",260988,"Clothing, Shoes & Accessories|Kids|Backpacks & Bags",30,16,0,14,,"Pattern; Bag Width; Bag Height; Vintage; Bag Depth; Handle/Strap Material; Accents; Fabric Type; Lining Material; Personalize; Handmade; Product Line; Handle Style; Personalization Instructions"
14,365879950563,"ASR Outdoor 304 Stainless Steel Flask Funnel Camping Gear (1-1/2 Inch Diameter)",181408,"Sporting Goods|Camping & Hiking|Water Bottles & Hydration|Canteens, Bottles & Flasks",22,8,0,14,,"Features; Top Type; Model; Personalize; California Prop 65 Warning; Item Height; Item Length; Item Weight; Item Width; MPN; Manufacturer Warranty; Personalization Instructions; Unit Quantity; Unit Type"
14,365879996405,"Marvel Spiderman 18pc Cinch Bag Drawstring Backpack Stickers Toys Gift Bundle",260988,"Clothing, Shoes & Accessories|Kids|Backpacks & Bags",30,16,0,14,,"Pattern; Bag Width; Bag Height; Vintage; Bag Depth; Handle/Strap Material; Accents; Fabric Type; Lining Material; Personalize; Handmade; Product Line; Handle Style; Personalization Instructions"
13,127239775819,"DC Comics Superman 2pc Cinch Bag Drawstring Backpacks Bundle Boys Age 3 and Up",260988,"Clothing, Shoes & Accessories|Kids|Backpacks & Bags",30,17,0,13,,"Bag Width; Bag Height; Vintage; Bag Depth; Handle/Strap Material; Accents; Fabric Type; Lining Material; Personalize; Handmade; Product Line; Handle Style; Personalization Instructions"
13,127389768415,"Flatline Ops 30mm Rifle Scope Mount ADI/ACI Ring System for Scopes",52510,"Sporting Goods|Hunting|Scopes, Optics & Lasers|Scope Mounts & Accessories",26,13,0,13,,"For Gun Make; Mounting; Mounting Location; Ring Height; For Gun Type; Gauge/Caliber; Sport/Activity; Tube Diameter; Handedness; Manufacturer Warranty; Set Includes; Unit Quantity; Unit Type"
13,127389838936,"Dove Hair Care Shampoo Anti Frizz Formula with Coconut Oil Argan Oil Almond Oil",177661,"Health & Beauty|Hair Care & Styling|Shampoos & Conditioners",21,8,0,13,,"Styling Effect; Hair Type; Ingredients; Product Line; Active Ingredients; Volume; Scent; Department; Formulation; Expiration Date; Period After Opening (PAO); Unit Quantity; Unit Type"
13,127389857802,"Kidplokio Kids Die Cast Toy Race Car Set Assorted Colors Boys Toys (6 Sizes)",180506,"Toys & Hobbies|Diecast & Toy Vehicles|Cars, Trucks & Vans|Contemporary Manufacture",22,9,0,13,,"Vehicle Make; Scale; Series; Vehicle Type; Character Family; Model; Features; Autographed; Age Level; MPN; Recommended Age Range; Customized; Vintage"
13,127389857879,"Universal Fitting Unisex Sports Belt Double Expanding Pockets Cycling, Size M/L",2993,"Clothing, Shoes & Accessories|Men|Men's Accessories|Belts",24,11,0,13,,"Theme; Accents; Pattern; Size Type; Belt Width; Character; Hardware Material; Vintage; Handmade; Personalize; Personalization Instructions; Unit Quantity; Unit Type"
13,127389857881,"Universal Tool Assorted Diamond Burr Set 120-150 Grit .125 Inch Shank (Multiple",260207,"Home & Garden|Tools & Workshop Equipment|Power Tool & Air Tool Accessories|Rotary Tool Accessories",23,10,0,13,,"Application; Voltage; Connection Type; MPN; Package Quantity; Number of Items in Set; Manufacturer Warranty; Item Height; Item Diameter; Item Depth; Item Weight; Unit Quantity; Unit Type"
13,127389878212,"ASR Outdoor Rechargeable Adjustable 2250 Lumen LED Headlamp Four-Stage Switch",106984,"Sporting Goods|Camping & Hiking|Flashlights, Lanterns & Lights|Headlamps",26,13,0,13,,"Power Source; Operating Range; Voltage; Lighting Technology; Number of Batteries; Battery Technology; Operating Time; Number of Lights; IP Rating; Lumens; Number of LEDs; Unit Quantity; Unit Type"
13,127389932535,"Gear Aid Tenacious Tape Gear Patches for Outdoor Wear (Many Styles and Sizes)",36120,"Sporting Goods|Camping & Hiking|Tents & Canopies|Tent & Canopy Accessories",16,3,0,13,,"Features; Number in Pack; Color; Mounting Type; Suitable For; Item Length; Item Width; Item Height; Item Weight; California Prop 65 Warning; MPN; Unit Quantity; Unit Type"
13,127389932577,"ASR Outdoor Green Self Coiling Bike Lock 2 Keys Bicycle Cable Lock 6 Feet Long",58100,"Sporting Goods|Cycling|Bicycle Accessories|Locks & Security",24,11,0,13,,"Features; Material; Security Rating; Size; Item Length; Item Height; Item Width; Item Diameter; Year Manufactured; Item Weight; Cable Length; Cable Thickness; Manufacturer Warranty"
13,235539278220,"Dove Pink Deep Moisturizing Cream Beauty Bar Hand Soap Facial or Body 4oz",180924,"Health & Beauty|Bath & Body|Body Soaps",21,8,0,13,,"Scent; Ingredients; Type; Body Area; Department; Skin Type; Shape; Pattern; Product Line; Personalize; Personalization Instructions; Unit Quantity; Unit Type"
13,235550290140,"MasterChef 13-Piece Kitchen Knife Set w Wooden Storage Block Stainless Steel",177005,"Home & Garden|Kitchen, Dining & Bar|Flatware, Knives & Cutlery|Kitchen & Steak Knives",21,8,0,13,,"Type; Set Includes; Number of Items in Set; Food Compatibility; Blade Edge; Handle Material; Blade Length; Personalize; Manufacturer Warranty; Making Method; Unit Quantity; Unit Type; Personalization Instructions"
13,235579675193,"52pc Deluxe Utility Exacto Knife Blade Complete Modeling Set Craft Hobby",39057,"Home & Garden|Tools & Workshop Equipment|Hand Tools|Knives & Blades",19,6,0,13,,"Blade Width; Manufacturer Warranty; Model; MPN; Color; Item Width; Item Length; Item Height; Item Diameter; California Prop 65 Warning; Item Weight; Unit Quantity; Unit Type"
13,236088941803,"Kidplokio 65pc Pretend Play Diecast Cars Playset Boys Ages 3 and Up (5 Themes)",180506,"Toys & Hobbies|Diecast & Toy Vehicles|Cars, Trucks & Vans|Contemporary Manufacture",22,9,0,13,,"Vehicle Make; Scale; Vehicle Year; Series; Year of Manufacture; Material; Color; Model; Features; Age Level; MPN; Customized; Vintage"
13,236345031454,"ASR Outdoor 3 IN-1 Rechargeable LED Camping Headlamp Bike Light with Magnet",106984,"Sporting Goods|Camping & Hiking|Flashlights, Lanterns & Lights|Headlamps",26,13,0,13,,"Power Source; Operating Range; Voltage; Lighting Technology; Number of Batteries; Battery Technology; Operating Time; Number of Lights; IP Rating; Lumens; Number of LEDs; Unit Quantity; Unit Type"
13,236345056413,"Dove Detox Purifying Micellar Hair Care Formula Shampoo 350mL Bottle",177661,"Health & Beauty|Hair Care & Styling|Shampoos & Conditioners",21,8,0,13,,"Styling Effect; Hair Type; Ingredients; Product Line; Active Ingredients; Volume; Scent; Department; Formulation; Expiration Date; Period After Opening (PAO); Unit Quantity; Unit Type"
13,236345069148,"Barbie Bicycle Cruiser Pretend Play Set Flower Basket Helmet Girls Toys Ages 3+",180103,"Dolls & Bears|Dolls, Clothing & Accessories|Doll Clothes & Accessories|Vehicles",33,20,0,13,,"Compatible Doll Size; Doll Gender; Year Manufactured; Item Height; Item Length; Item Width; Doll Age Group; Age Level; Artist; Item Weight; MPN; Unit Quantity; Unit Type"
13,236345137207,"(4 Pack) 8oz.Outdoor Camping Chrome Stainless Steel Pocket Hip Flask",63505,"Home & Garden|Kitchen, Dining & Bar|Bar Tools & Accessories|Flasks",23,10,0,13,,"Set Includes; Number of Items in Set; Capacity; Shape; Pattern; Style; Item Depth; Occasion; Personalize; Theme; Unit Quantity; Unit Type; Personalization Instructions"
13,236345137216,"ToolTreaux Wooden Steel Handheld Garden Tools Set Rake Shovel Cultivator",118867,"Home & Garden|Yard, Garden & Outdoor Living|Garden Hand Tools & Equipment|Garden Tool Sets",23,10,0,13,,"MPN; System of Measurement; Color; Case Type; Item Width; Item Diameter; Item Length; Personalize; Manufacturer Warranty; Model; Personalization Instructions; Unit Quantity; Unit Type"
13,236345160656,"ASR Outdoor 4 in 1 350 Lumen Multi Color Tilting Head Lamp Camping Garden Hiking",106984,"Sporting Goods|Camping & Hiking|Flashlights, Lanterns & Lights|Headlamps",26,13,0,13,,"Power Source; Operating Range; Voltage; Lighting Technology; Number of Batteries; Battery Technology; Operating Time; Number of Lights; IP Rating; Lumens; Number of LEDs; Unit Quantity; Unit Type"
13,365879907984,"Sonic the Hedgehog 2pc Pullback Race Cars Toy Vehicles Set for Boys Age 3 and Up",177918,"Toys & Hobbies|Diecast & Toy Vehicles|Play Sets",20,7,0,13,,"Brand; Vehicle Make; Scale; Autographed; Features; Series; Vehicle Year; Color; Theme; Model; Year of Manufacture; Character Family; Vintage"
13,365879907999,"Chrome Stainless Steel Premium Portable Hip Flask 8oz",63505,"Home & Garden|Kitchen, Dining & Bar|Bar Tools & Accessories|Flasks",23,10,0,13,,"Set Includes; Number of Items in Set; Capacity; Shape; Pattern; Style; Item Depth; Occasion; Personalize; Theme; Unit Quantity; Unit Type; Personalization Instructions"
13,365879908017,"Dove Hair Care Anti Knot Hydration Formula Shampoo 350mL 12 Ounce Bottle",177661,"Health & Beauty|Hair Care & Styling|Shampoos & Conditioners",21,8,0,13,,"Styling Effect; Hair Type; Ingredients; Product Line; Active Ingredients; Volume; Scent; Department; Formulation; Expiration Date; Period After Opening (PAO); Unit Quantity; Unit Type"
13,365879935302,"ASR Outdoor 3 in 1 Head Lamp 1.5 Watt COB Bulb 200 Lumen LED Light 3 Stages",106984,"Sporting Goods|Camping & Hiking|Flashlights, Lanterns & Lights|Headlamps",26,13,0,13,,"Power Source; Operating Range; Voltage; Lighting Technology; Number of Batteries; Battery Technology; Operating Time; Number of Lights; IP Rating; Lumens; Number of LEDs; Unit Quantity; Unit Type"
13,365879935305,"Dove Hair Care Complete Reconstruction Anti Breakage Hair Repair Formula Shampoo",177661,"Health & Beauty|Hair Care & Styling|Shampoos & Conditioners",21,8,0,13,,"Styling Effect; Hair Type; Ingredients; Product Line; Active Ingredients; Volume; Scent; Department; Formulation; Expiration Date; Period After Opening (PAO); Unit Quantity; Unit Type"
13,365879935324,"ASR Outdoor 1000 Lumen Zoom Rechargeable Pivoting Headlamp 3 Stage Light",106984,"Sporting Goods|Camping & Hiking|Flashlights, Lanterns & Lights|Headlamps",26,13,0,13,,"Power Source; Operating Range; Voltage; Lighting Technology; Number of Batteries; Battery Technology; Operating Time; Number of Lights; IP Rating; Lumens; Number of LEDs; Unit Quantity; Unit Type"
13,365879950548,"Classic Hip Flask 8oz Stainless Steel Pocket Hidden Chrome Hip Flask Set 2 Pack",63505,"Home & Garden|Kitchen, Dining & Bar|Bar Tools & Accessories|Flasks",23,10,0,13,,"Set Includes; Number of Items in Set; Capacity; Shape; Pattern; Style; Item Depth; Occasion; Personalize; Theme; Unit Quantity; Unit Type; Personalization Instructions"
13,365879996390,"ASR Outdoor 4 LED Adjustable Hiking Headlamp, Basic Campsite Essential",106984,"Sporting Goods|Camping & Hiking|Flashlights, Lanterns & Lights|Headlamps",26,13,0,13,,"Power Source; Operating Range; Voltage; Lighting Technology; Number of Batteries; Battery Technology; Operating Time; Number of Lights; IP Rating; Lumens; Number of LEDs; Unit Quantity; Unit Type"
13,365879996401,"Universal Home Black Stainless Steel Kitchen Knives Set 5 Knife Types 5 Piece",177005,"Home & Garden|Kitchen, Dining & Bar|Flatware, Knives & Cutlery|Kitchen & Steak Knives",21,8,0,13,,"Type; Set Includes; Number of Items in Set; Food Compatibility; Blade Edge; Handle Material; Blade Length; Personalize; Manufacturer Warranty; Making Method; Unit Quantity; Unit Type; Personalization Instructions"
13,365879996421,"ASR Outdoor Compact Rope Gun Cleaning Tool (4 Caliber Sizes)",22700,"Sporting Goods|Hunting|Gun Smithing & Maintenance|Cleaning Supplies",20,7,0,13,,"Set Includes; Number of Items in Set; Material; Color; Gauge/Caliber; Vintage; Features; Main Purpose; Item Height; Item Length; Item Weight; Item Width; MPN"
13,365920250803,"Beille 17oz Stoneware Terracotta Coffee Mug Farmhouse Decor Kitchen (4 Colors)",20695,"Home & Garden|Kitchen, Dining & Bar|Dinnerware & Serveware|Mugs",28,15,0,13,,"Theme; Pattern; Character Family; MPN; Character; Item Height; Item Width; Manufacturer Warranty; Model; Item Weight; California Prop 65 Warning; Unit Type; Personalization Instructions"
12,126112000074,"7 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip (6 Colors)",52373,"Clothing, Shoes & Accessories|Men|Men's Accessories|Key Chains, Rings & Cases",20,8,0,12,,"Character; Theme; Character Family; Accents; Vintage; Personalize; Handmade; Pattern; Features; MPN; Number of Pieces; Personalization Instructions"
12,126439889445,"The Brief Safe Travel Security Hidden Contents Diversion Safe - Slightly Unusual",112601,"Home & Garden|Home Improvement|Home Security|Safes",26,14,0,12,,"Security Rating; Item Height; Item Width; Fire Rating; Item Depth; Fixture Type; Finish; Manufacturer Warranty; Item Weight; MPN; Unit Quantity; Unit Type"
12,126459398545,"Jumbo 6.5"" XL Carabiner Key Chain With Hand Grip (Many Colors)",52373,"Clothing, Shoes & Accessories|Men|Men's Accessories|Key Chains, Rings & Cases",20,8,0,12,,"Character; Theme; Character Family; Accents; Vintage; Personalize; Handmade; Pattern; Features; MPN; Number of Pieces; Personalization Instructions"
12,126501503524,"ASR Outdoor Illuminated Dry Box Detachable Lid Large Waterproof Storage Case",181390,"Sporting Goods|Camping & Hiking|Camping Storage",27,15,0,12,,"Number of Items in Set; Capacity; Weight Capacity; Number of Compartments; Manufacturer Warranty; Suitable For; Shape; Care Instructions; Item Depth; Item Diameter; Unit Quantity; Unit Type"
12,127389838933,"Kidplokio 2 in 1 Transforming Toys Robot RC Car Lights Sounds Boys Ages 3 and Up",182183,"Toys & Hobbies|Radio Control & Control Line|RC Model Vehicles & Kits|Cars, Trucks & Motorcycles",20,8,0,12,,"Scale; Product Line; Fuel Type; Motor Type; 4WD/2WD; Recommended Surface; Model Grade; Required Assembly; Vintage; Characteristics; Age Level; Replica of"
12,127389838965,"4 Pack Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch",46282,"Home & Garden|Kitchen, Dining & Bar|Kitchen Tools & Gadgets|Cutting Boards",28,16,0,12,,"Pattern; Personalize; Wood Tone; Style; Item Depth; Manufacturer Warranty; Theme; California Prop 65 Warning; Unit Quantity; Unit Type; Making Method; Personalization Instructions"
12,127389857882,"ToolTreaux Waterproof Storage Container Lanyard Translucent Durable Plastic",181390,"Sporting Goods|Camping & Hiking|Camping Storage",27,15,0,12,,"Number of Items in Set; Capacity; Weight Capacity; Number of Compartments; Manufacturer Warranty; Suitable For; Shape; Care Instructions; Item Depth; Item Diameter; Unit Quantity; Unit Type"
12,127389878195,"Space Jam 2 Tune Squad Adjustable Baseball Cap for Kids and Adults",52365,"Clothing, Shoes & Accessories|Men|Men's Accessories|Hats",24,12,0,12,,"Theme; Pattern; Fabric Type; Occasion; Vintage; Season; Handmade; Signed; Personalize; Personalization Instructions; Unit Quantity; Unit Type"
12,127389932567,"Beille 5 Piece Home Ergonomic Kitchen Knives Set, 5 Knife Essential Bundle",177005,"Home & Garden|Kitchen, Dining & Bar|Flatware, Knives & Cutlery|Kitchen & Steak Knives",21,9,0,12,,"Type; Set Includes; Number of Items in Set; Food Compatibility; Blade Edge; Handle Material; Personalize; Manufacturer Warranty; Making Method; Unit Quantity; Unit Type; Personalization Instructions"
12,127737051015,"Productive Fitness Poster Series Upper Body Stretching Exercises Non-Laminated",28009,"Art|Art Posters",33,21,0,12,,"Year of Production; Character; Featured Person/Artist; Original/Licensed Reprint; Artist; Culture; Time Period Manufactured; Framing; COA Issued By; Certificate of Authenticity (COA); Personalization Instructions; Signed By"
12,235537299734,"Kidplokio 360 Degree Bump and Go Emergency Responders Fire Truck Police Car Toy",180506,"Toys & Hobbies|Diecast & Toy Vehicles|Cars, Trucks & Vans|Contemporary Manufacture",22,10,0,12,,"Vehicle Make; Scale; Series; Vehicle Type; Features; Theme; Autographed; Age Level; Recommended Age Range; Customized; Country of Origin; Vintage"
12,235612248029,"KidPlay Deluxe Die Cast Car City Set Racing Airport Military Fire Construction",180506,"Toys & Hobbies|Diecast & Toy Vehicles|Cars, Trucks & Vans|Contemporary Manufacture",22,10,0,12,,"Vehicle Make; Scale; Series; Vehicle Type; Model; Features; Theme; Autographed; Age Level; Recommended Age Range; Customized; Vintage"
12,236344962459,"Beille Stainless Steel Kitchen Cutlery Knife Set Carving Paring Utility 6 Piece",177005,"Home & Garden|Kitchen, Dining & Bar|Flatware, Knives & Cutlery|Kitchen & Steak Knives",21,9,0,12,,"Set Includes; Number of Items in Set; Food Compatibility; Blade Edge; Handle Material; Blade Length; Personalize; Manufacturer Warranty; Making Method; Unit Quantity; Unit Type; Personalization Instructions"
12,236345031472,"ASR Outdoor Survival 550 Type III Mil-Spec Tactical Paracord Rope (Many Lengths)",181413,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Paracord & Paracord Supplies",19,7,0,12,,"Features; Number in Pack; Number of Strands; Suitable For; Tensile Strength; California Prop 65 Warning; Item Weight; MPN; Model; Rope Diameter; Unit Quantity; Unit Type"
12,236345069168,"SE 8372SH Stone Hammer, 10""",20763,"Home & Garden|Tools & Workshop Equipment|Hand Tools|Hammers & Mallets",21,9,0,12,,"Head/Face Material; Handle Material; Number of Pieces; Handle Size; Model; Manufacturer Warranty; MPN; Personalize; Item Diameter; Personalization Instructions; Unit Quantity; Unit Type"
12,236345069172,"ASR Outdoor Cord 325lb Survival Tactical Polyester Sleeved Rope 25ft 100ft 500ft",181413,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Paracord & Paracord Supplies",19,7,0,12,,"Features; Number in Pack; Number of Strands; Country of Origin; Suitable For; Tensile Strength; California Prop 65 Warning; Item Weight; MPN; Rope Diameter; Unit Quantity; Unit Type"
12,236345069183,"Beille 2pk Non Scratch Coconut Plant Based Dish Sponge Kitchen Tools (2 Styles)",129609,"Home & Garden|Household Supplies & Cleaning|Cleaning Tools|Sponges & Scourers",18,6,0,12,,"Capacity; MPN; Color; Model; Theme; California Prop 65 Warning; Item Height; Item Length; Item Weight; Item Width; Unit Quantity; Unit Type"
12,236345069194,"Beille Electronic Kitchen Cooking Baking Digital Food Scale 22lbs Capacity",50419,"Home & Garden|Kitchen, Dining & Bar|Kitchen Tools & Gadgets|Kitchen Scales",23,11,0,12,,"Type; Wood Tone; Power Source; Shape; Style; Power; Pattern; Item Diameter; Manufacturer Warranty; Unit Quantity; Unit Type; Making Method"
12,236345137188,"Vaseline Lip Therapy Rosy Lips .16oz Pink Tinted Lip Balm Pure Petroleum Jelly",36870,"Health & Beauty|Skin Care|Lip Balm & Treatments",26,14,0,12,,"Ingredients; Active Ingredients; Sun Protection Factor (SPF); UVA Protection; Volume; Period After Opening (PAO); Formulation; Personalize; Expiration Date; Personalization Instructions; Unit Quantity; Unit Type"
12,236407324687,"ASR Federal Leather Bifold Minimalist Double ID Card Holder, Black Basketweave",2996,"Clothing, Shoes & Accessories|Men|Men's Accessories|Wallets",24,12,0,12,,"Theme; Features; Character; Accents; Fabric Type; California Prop 65 Warning; Item Length; Item Width; MPN; Personalization Instructions; Unit Quantity; Unit Type"
12,364760331441,"Outdoor Thermal Mat Heat Reflective Sleeping Pad Insulated Winter Chill",36114,"Sporting Goods|Camping & Hiking|Outdoor Sleeping Gear|Air Mattresses & Sleeping Pads",25,13,0,12,,"Suitable For; Shell Material; Department; Insulation Type; Set Includes; Temperature Rating; Care Instructions; Manufacturer Warranty; Packed Size; Stuff Sack Size; Unit Quantity; Unit Type"
12,364824402665,"Fire Engine Rescue Truck with Firefighter Utility Bucket",180506,"Toys & Hobbies|Diecast & Toy Vehicles|Cars, Trucks & Vans|Contemporary Manufacture",22,10,0,12,,"Vehicle Make; Scale; Series; Vehicle Type; Character Family; Features; Theme; Autographed; Age Level; Recommended Age Range; Customized; Vintage"
12,364864238927,"Universal Rubber Head Clamps 3 Inch Secure Lever Lock Metal Body Outdoor",20761,"Home & Garden|Tools & Workshop Equipment|Hand Tools|Clamps & Vises",21,9,0,12,,"Number of Pieces; Jaw Size; Model; Manufacturer Warranty; MPN; Personalize; Item Diameter; California Prop 65 Warning; Item Weight; Personalization Instructions; Unit Quantity; Unit Type"
12,364909134364,"Beille Kitchen Utensils High Heat Resistance Baking Cooking Tools (Many Styles)",20649,"Home & Garden|Kitchen, Dining & Bar|Kitchen Tools & Gadgets|Cooking Utensils",19,7,0,12,,"Set Includes; Handle Material; Number of Items in Set; MPN; Theme; Personalize; Making Method; Model; California Prop 65 Warning; Unit Quantity; Unit Type; Personalization Instructions"
12,365680010387,"Labrea Life + Home Solid Acacia Wooden Kitchen Utensils (Many Styles and Packs)",20649,"Home & Garden|Kitchen, Dining & Bar|Kitchen Tools & Gadgets|Cooking Utensils",19,7,0,12,,"Set Includes; Number of Items in Set; MPN; Theme; Features; Personalize; Making Method; Model; California Prop 65 Warning; Unit Quantity; Unit Type; Personalization Instructions"
12,365879832379,"Beille 3pc Stainless Steel Kitchen Cutlery Knife Set Cutting Santoku Chef Knife",177005,"Home & Garden|Kitchen, Dining & Bar|Flatware, Knives & Cutlery|Kitchen & Steak Knives",21,9,0,12,,"Set Includes; Number of Items in Set; Food Compatibility; Blade Edge; Handle Material; Blade Length; Personalize; Manufacturer Warranty; Making Method; Unit Quantity; Unit Type; Personalization Instructions"
12,365879832393,"ToolTtreaux Beauty Tools Nail Care Facial Care Cosmetic Tools (Many Styles)",11872,"Health & Beauty|Nail Care, Manicure & Pedicure|Nail Care Tools|Manicure & Pedicure Tools & Kits",16,4,0,12,,"Set Includes; Power Source; Material; Features; MPN; Power; Color; Personalize; Model; Personalization Instructions; Unit Quantity; Unit Type"
12,365879908021,"Lady Speed Stick Womens Invisible Dry Deodorant Antiperspirant (3 Scent Choices)",29580,"Health & Beauty|Bath & Body|Deodorants & Antiperspirants",16,4,0,12,,"Formulation; Department; Scent; Features; Product Line; Skin Type; Volume; Ingredients; MPN; Country of Origin; Unit Quantity; Unit Type"
12,365879908024,"ASR Federal Leather Police Bifold RFID Wallet Badge Holder with Removable ID",169271,"Clothing, Shoes & Accessories|Men|Men's Accessories|ID & Document Holders",21,9,0,12,,"Character; Character Family; Theme; Country of Origin; Style; Handmade; Vintage; Personalize; MPN; Item Length; Item Width; Personalization Instructions"
12,365879935319,"Universal Tool Cloth Polishing Buff Wheel 2 Inch Diameter Soft Muslin",42266,"Home & Garden|Tools & Workshop Equipment|Power Tools|Buffers & Polishers",23,11,0,12,,"Action; Disc Diameter; Voltage; Battery Included; Battery Technology; Power; Power Source; Battery Capacity; Manufacturer Warranty; Item Diameter; Unit Quantity; Unit Type"
12,365879950524,"Auto Emergency Hammer With Seatbelt Cutter and Window Punch",20763,"Home & Garden|Tools & Workshop Equipment|Hand Tools|Hammers & Mallets",21,9,0,12,,"Head/Face Material; Handle Material; Number of Pieces; Handle Size; Manufacturer Warranty; MPN; Personalize; Item Diameter; Item Weight; Personalization Instructions; Unit Quantity; Unit Type"
12,365879950549,"ToolTreaux 10 Pocket Heavy Duty Leather Tool Pouch DIY Woodworking, 12 x 10 Inch",42362,"Home & Garden|Tools & Workshop Equipment|Tool Boxes & Storage|Tool Bags, Belts & Pouches",19,7,0,12,,"Model; Features; Country of Origin; Manufacturer Warranty; Item Width; Item Length; Item Height; Item Diameter; California Prop 65 Warning; Item Weight; Unit Quantity; Unit Type"
12,365879950555,"ASR Outdoor Camping Axe Hatchet Multi Tool Black Steel With Cord Cutter",75234,"Sporting Goods|Camping & Hiking|Camping Knives & Tools|Camping Hatchets & Axes",19,7,0,12,,"Blade Length; Features; Handle Length; Manufacturer Warranty; Model; California Prop 65 Warning; Item Height; Item Length; Item Weight; Item Width; Unit Quantity; Unit Type"
12,365879996408,"ASR Tactical 6pk Mini LED Stick On Lights, Battery Operated Magnetic Mount",16037,"Sporting Goods|Camping & Hiking|Flashlights, Lanterns & Lights|Flashlights",28,16,0,12,,"Material; Operating Range; Voltage; Features; Number of Batteries; Battery Technology; Operating Time; IP Rating; Number of Lights; Model; Number of LEDs; Personalization Instructions"
11,125770812748,"HEROCLIP Carabiner Clip Hook Mini for Camping, Organization (Black & Blue)",52373,"Clothing, Shoes & Accessories|Men|Men's Accessories|Key Chains, Rings & Cases",20,9,0,11,,"Character; Theme; Character Family; Accents; Vintage; Personalize; Handmade; Pattern; California Prop 65 Warning; Number of Pieces; Personalization Instructions"
11,126468846680,"ASR Outdoor Portable Toilet Seat with Lid Compatible with 5 Gallon Bucket, Blk",181397,"Sporting Goods|Camping & Hiking|Camping Hygiene & Sanitation|Portable Toilets",24,13,0,11,,"Set Includes; Suitable For; Waste Tank Capacity; Water Tank Capacity; Manufacturer Warranty; Shape; Bowl Shape; Flush Type; Maximum Flow Rate; Unit Quantity; Unit Type"
11,126469785044,"50pc Diamond Burr Bit Set for  Rotary Tool (Multiple Grit Sizes)",260207,"Home & Garden|Tools & Workshop Equipment|Power Tool & Air Tool Accessories|Rotary Tool Accessories",23,12,0,11,,"Application; Model; Voltage; Connection Type; Number of Items in Set; Suitable For; Manufacturer Warranty; Item Diameter; Item Depth; Unit Quantity; Unit Type"
11,127389857805,"ASR Outdoor Comprehensive Wilderness Travel Medicine Guide and Survival Tool",181415,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Other Outdoor Survival Gear",18,7,0,11,,"Features; Color; Set Includes; Material; Vintage; Item Height; Item Length; Item Weight; Item Width; MPN; Model"
11,127389857823,"Battle Round Personal Bottle Opener Stealth Key Chain",20688,"Home & Garden|Kitchen, Dining & Bar|Bar Tools & Accessories|Corkscrews & Openers",21,10,0,11,,"Type; Style; Character Family; Personalize; Occasion; Wood Tone; Theme; Character; Unit Quantity; Unit Type; Personalization Instructions"
11,127389857848,"ASR Tactical 2-Mode LED Ultra Violet UV Flashlight Handheld Black Light",16037,"Sporting Goods|Camping & Hiking|Flashlights, Lanterns & Lights|Flashlights",28,17,0,11,,"Operating Range; Voltage; Number of Batteries; Battery Technology; Personalize; Operating Time; IP Rating; Number of Lights; Lumens; Number of LEDs; Personalization Instructions"
11,127389857870,"ASR Outdoor 3 Function Classic Starter Pocket Utility Multi-Tool Camping Outdoor",75236,"Sporting Goods|Camping & Hiking|Camping Knives & Tools|Multi-Tools",20,9,0,11,,"Blade Material; Blade Edge; Blade Length; Features; Model; Item Weight; MPN; Manufacturer Warranty; Overall Length; Unit Quantity; Unit Type"
11,127389878150,"Lady Speed Stick Deodorant 1.4 Ounce Shower Fresh (41ml)",29580,"Health & Beauty|Bath & Body|Deodorants & Antiperspirants",16,5,0,11,,"Type; Formulation; Department; Scent; Product Line; Skin Type; Volume; Ingredients; MPN; Unit Quantity; Unit Type"
